"code","iso","country","NDP.raw.2000","NDP.raw.2001","NDP.raw.2002","NDP.raw.2003","NDP.raw.2004","NDP.raw.2005","NDP.raw.2006","NDP.raw.2007","NDP.raw.2008","NDP.raw.2009","NDP.raw.2010","NDP.raw.2011","NDP.raw.2012","NDP.raw.2013","NDP.raw.2014","NDP.raw.2015","NDP.raw.2016","NDP.raw.2017","NDP.raw.2018","NDP.raw.2019","NDP.raw.2020","NDP.raw.2021","NDP.raw.2022"
400,"JOR","Jordan",5.63667310499995e-07,6.02326801993295e-07,6.5964911216537e-07,6.91237791915928e-07,6.95897620265117e-07,7.53715659710763e-07,6.78128129347344e-07,6.68885264859255e-07,6.87484895308564e-07,6.50395185128869e-07,6.55003752565552e-07,6.66668541964956e-07,6.89142320091216e-07,6.97872619143231e-07,6.32938732223719e-07,5.99310361244063e-07,5.61986284323312e-07,5.48192965098414e-07,5.34423723441937e-07,5.31841162131825e-07,5.10581247339007e-07,5.24744718421984e-07,5.2277764344066e-07
398,"KAZ","Kazakhstan",1.66626062761857e-06,1.83062234092851e-06,2.83330959903756e-06,2.13293711678817e-06,2.34463714875071e-06,2.41631543717253e-06,2.60646579895526e-06,2.40245018919941e-06,2.4592858259315e-06,2.21838034373337e-06,2.48745977177128e-06,2.27091509785289e-06,2.19746321035678e-06,1.99582625768899e-06,2.21537301126167e-06,2.29723796751785e-06,2.10744543613021e-06,2.70543330840787e-06,2.19955164164248e-06,2.3766218621232e-06,2.31396741656628e-06,2.37882366959023e-06,2.41565934351552e-06
404,"KEN","Kenya",1.08908430893354e-06,1.06602623751574e-06,1.0677299874377e-06,1.10166332801475e-06,1.12095262808206e-06,1.07970842850531e-06,1.0155651472449e-06,1.49329098275977e-06,1.45201603750437e-06,1.3749724881631e-06,1.35122457436727e-06,1.36038006579736e-06,1.3310217769342e-06,1.29263092319656e-06,1.27640458342267e-06,1.24649189370464e-06,1.33208977115825e-06,1.23191614013829e-06,1.2431610129332e-06,1.38759544625325e-06,1.5619655990542e-06,1.37721260996996e-06,1.40298955603839e-06
296,"KIR","Kiribati",1.73372661157769e-07,1.74525853022722e-07,1.94805194805195e-07,1.92996967190516e-07,1.9225972730296e-07,2.03740678863942e-07,2.04829991107381e-07,2.0882762407106e-07,2.11607640959544e-07,2.00007547454621e-07,2.02787166072503e-07,2.00234820835343e-07,1.9889265172284e-07,1.97686014596994e-07,1.95677697090925e-07,1.96217878961845e-07,1.99978061478488e-07,2.03552616274239e-07,1.9875512223849e-07,1.9719738250658e-07,1.91360318828432e-07,1.91660071077176e-07,1.90502316508169e-07
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",1.20419597695179e-06,1.16987016951569e-06,1.22108232830117e-06,1.21817401425454e-06,1.19341661245212e-06,1.2570440318815e-06,1.20588522765209e-06,1.14490006857433e-06,1.13922283877733e-06,1.1697161560337e-06,1.06341196919435e-06,1.02423003824958e-06,9.57385166068031e-07,9.65304435628729e-07,9.27800628671326e-07,9.44037507710279e-07,9.28834251257076e-07,9.23657859673825e-07,8.91784808851138e-07,8.91670982414267e-07,9.1275108681593e-07,9.59974250102468e-07,9.90893849500793e-07
417,"KGZ","Kyrgyzstan",9.18667319941205e-07,9.24147135548321e-07,8.47576492275633e-07,9.39860805425019e-07,9.1876114169295e-07,9.35575097818928e-07,9.3131994481067e-07,9.64239617341128e-07,9.73922199033598e-07,1.04954210242788e-06,1.03893243268048e-06,1.05900699960106e-06,1.08610358111e-06,1.11196587173928e-06,1.11901293805158e-06,1.04416726820997e-06,1.03462455794062e-06,9.97063663644284e-07,1.05491238059088e-06,1.05325113844057e-06,1.05320749555464e-06,1.03260707134104e-06,1.06565931239252e-06
418,"LAO","Laos",1.05876553830494e-06,1.09063760087265e-06,1.12377568652438e-06,1.128480690588e-06,1.20662248509795e-06,1.19255694117687e-06,1.15528336982201e-06,1.24806582901697e-06,1.20928423900085e-06,1.26325656949597e-06,1.36318680814711e-06,1.2624044878012e-06,1.41039758001586e-06,1.40438756733713e-06,1.41673244708848e-06,1.47331408301152e-06,1.53815725568367e-06,1.47186655686256e-06,1.46375668085291e-06,1.52522450958139e-06,1.58482957412214e-06,1.53534174889162e-06,1.54061206126589e-06
428,"LVA","Latvia",2.63563599501595e-06,2.71696111108734e-06,2.74871189300542e-06,2.88904283519562e-06,2.91632532404351e-06,3.02394274787509e-06,3.0833630475167e-06,3.20861690886574e-06,3.29762892213462e-06,3.35719478593564e-06,3.45640519557294e-06,3.5684652540723e-06,3.73097827823463e-06,3.80096460034969e-06,3.90714732102105e-06,4.07579770086578e-06,4.08259706246935e-06,4.09834377484235e-06,4.00586558349168e-06,4.21146794215972e-06,4.30424599660396e-06,4.29293867306274e-06,4.41228239244464e-06
422,"LBN","Lebanon",6.54995253020269e-07,6.74382575412376e-07,6.3643187952502e-07,6.59295725654839e-07,6.6669624903575e-07,6.09513930947025e-07,5.74169086227908e-07,5.738513408993e-07,5.7901474605293e-07,6.01882194688693e-07,6.20521237839785e-07,6.937484935747e-07,7.5893090774123e-07,6.90280481033927e-07,6.47079805340544e-07,6.64172503570904e-07,7.01432696254557e-07,7.44772027737602e-07,7.25948055391853e-07,7.69642265086588e-07,7.68154537859688e-07,7.56352421606217e-07,7.75993175631847e-07
426,"LSO","Lesotho",1.41596993940849e-06,1.40537031507802e-06,1.22651228965314e-06,1.26440645650091e-06,1.21890777804193e-06,1.34518444198108e-06,1.33044648367547e-06,1.37133753305453e-06,1.27317402283894e-06,1.28411298402474e-06,1.25571809029997e-06,1.26124012785147e-06,1.2410462165611e-06,1.15239647839208e-06,1.11681610047909e-06,1.09982388656992e-06,1.05416741297988e-06,1.12410434452508e-06,1.02364995357179e-06,9.25550680189891e-07,7.4087218845659e-07,8.72250766397219e-07,8.58694827231034e-07
430,"LBR","Liberia",3.31925958060585e-07,3.27000370265035e-07,3.36535429829259e-07,3.53302715925493e-07,3.45882572226206e-07,3.39832190252143e-07,3.64646956630454e-07,3.52351117888976e-07,3.64704337100976e-07,4.71182817396684e-07,4.00501896040653e-07,3.8266983963742e-07,4.0168615844903e-07,3.93014905429094e-07,4.20409974956842e-07,4.57469534371898e-07,4.12231197104522e-07,4.08620133589597e-07,4.07003653420232e-07,4.33274781060837e-07,4.16700736538208e-07,3.92805043924846e-07,3.90368570162904e-07
434,"LBY","Libya",9.719115618677e-07,9.30644081520631e-07,9.69414240695196e-07,9.70656407297532e-07,1.0057031456179e-06,1.03974213024834e-06,1.05970349395793e-06,1.04802599629304e-06,1.0548506270501e-06,1.08958991954801e-06,1.12600331362288e-06,1.07302171317612e-06,1.2317138198972e-06,1.22301248358248e-06,1.16436123142844e-06,1.06423609569081e-06,1.07924044394667e-06,1.09904564896294e-06,1.05900265723218e-06,1.059507803823e-06,1.02796207120531e-06,1.09572330878151e-06,1.08186011240483e-06
438,"LIE","Liechtenstein",1.18694362017804e-06,1.18048897411314e-06,1.14267058439438e-06,1.12647058823529e-06,1.10787172011662e-06,1.09528075600381e-06,1.07483734128235e-06,1.04125177809388e-06,1.0310443207819e-06,1.00070077084793e-06,9.90925791905584e-07,9.86487606731327e-07,9.42336666210108e-07,9.26479378362223e-07,9.03062324778952e-07,8.72707803506893e-07,8.64154856550294e-07,8.78883053128876e-07,8.66923338833451e-07,8.60142404240944e-07,8.38579832800083e-07,8.40185455570071e-07,8.46746510031276e-07
440,"LTU","Lithuania",5.02923816185917e-06,5.12847403695613e-06,5.37311646854389e-06,5.50478110735699e-06,5.74461627295811e-06,6.07970798139248e-06,6.14696005301677e-06,6.90125999057963e-06,6.69119897843527e-06,6.35489529282472e-06,6.5541335919687e-06,7.36431740538256e-06,7.63110182734766e-06,7.26918888361826e-06,7.63888012653259e-06,7.95205359202178e-06,7.7748270623949e-06,7.99037478039728e-06,7.88851001037642e-06,8.08836503006116e-06,7.94308173681565e-06,7.85478922565703e-06,7.27144369925874e-06
442,"LUX","Luxembourg",2.18427687371075e-06,2.19013645886416e-06,2.77917857342971e-06,2.76775236366052e-06,2.96881651185889e-06,2.83774545423276e-06,2.72936735803587e-06,2.62503828180828e-06,2.5989972372864e-06,2.49104529483731e-06,2.48543750604099e-06,2.45009617109774e-06,2.31661976924207e-06,2.2636925795053e-06,2.17501109974673e-06,2.08917072211572e-06,2.04462435611514e-06,1.99551930455314e-06,1.90805164898429e-06,1.87096472425044e-06,1.71314633600827e-06,1.73420157984202e-06,1.64419598816179e-06
446,"MAC","Macao",1.88239761424047e-07,1.83548080032428e-07,1.83692304270957e-07,1.82473466758048e-07,1.93048163203506e-07,1.87876443609438e-07,1.91885036354543e-07,1.95990918440611e-07,1.75034685599144e-07,1.82865856016618e-07,1.55034030328532e-07,1.80384341238137e-07,1.87039051694848e-07,1.57573469683539e-07,1.58730946907064e-07,2.06423845042333e-07,2.04248366013072e-07,2.09831054682912e-07,1.93551062917921e-07,1.92871877321432e-07,1.68568483903928e-07,1.70403156390774e-07,1.71181642423126e-07
450,"MDG","Madagascar",1.52931307758162e-06,1.42432538294454e-06,1.24913330483373e-06,1.41049214327666e-06,1.22734520738682e-06,1.48466081965729e-06,1.32814485192193e-06,1.41531038609968e-06,1.26745189861613e-06,1.288056139548e-06,1.24246165153617e-06,1.21710254599059e-06,1.21482663248316e-06,1.15312514082859e-06,1.12322542770938e-06,1.10257522943222e-06,1.14893215383096e-06,1.06230365055682e-06,9.4239328634553e-07,9.37052788832539e-07,9.1762046346069e-07,8.57666952913012e-07,8.23998232591332e-07
454,"MWI","Malawi",5.03144116415259e-07,4.44393502010381e-07,5.16780604485656e-07,5.33588573428199e-07,5.29354521050181e-07,5.24473550853708e-07,5.61048007185683e-07,5.97237753161933e-07,6.3789546909184e-07,6.10535108496215e-07,6.86214867327489e-07,6.8004331677857e-07,6.73886840023308e-07,6.80196757832793e-07,7.46451352066147e-07,7.49751666898676e-07,7.06668143583936e-07,7.54984280388411e-07,8.81974259091263e-07,9.64630037614741e-07,1.15084532169249e-06,1.12118095850615e-06,1.171263352586e-06
458,"MYS","Malaysia",9.6316650795484e-07,9.25984252236072e-07,1.01481022323961e-06,1.10350242372383e-06,1.17237241637442e-06,1.19196702178283e-06,1.16185145253876e-06,1.18113415749922e-06,1.2398652761668e-06,1.05609329684118e-06,1.2292057474875e-06,1.23354700994544e-06,1.23397634514548e-06,1.13821867185013e-06,1.17295502887152e-06,1.12331222740165e-06,1.08797643931512e-06,1.05392183077418e-06,9.72244097714421e-07,8.99280027264951e-07,9.27711038975219e-07,1.00375667103534e-06,1.01360645862964e-06
462,"MDV","Maldives",2.33976503237088e-07,2.09171527613426e-07,2.36413898810746e-07,2.09604812499579e-07,2.46247538352061e-07,2.31582513077409e-07,2.67810853018915e-07,2.85427803374692e-07,2.96838961894782e-07,3.15152834799749e-07,3.3741270829012e-07,3.68550368550369e-07,4.43826298772511e-07,4.29218821744425e-07,5.15911675921082e-07,3.87986647749448e-07,3.83047295333868e-07,3.809991491019e-07,3.85904875469109e-07,4.28139890745043e-07,3.98493112872688e-07,4.04635473298853e-07,4.10472195758963e-07
466,"MLI","Mali",2.45571242753313e-06,2.25314196762658e-06,2.25891140549468e-06,2.22003189877951e-06,2.43099217024473e-06,2.3974718507595e-06,2.34887537682017e-06,2.30808913513557e-06,2.3709520032036e-06,2.24178928045549e-06,2.29245830800736e-06,2.26312980003284e-06,2.24648520435174e-06,2.27004969938602e-06,2.25047963703353e-06,2.26357922557655e-06,2.44918397788761e-06,2.3664833461971e-06,2.32764655168695e-06,2.40671850786953e-06,2.45947519887825e-06,2.42867113843457e-06,2.46087496497901e-06
470,"MLT","Malta",5.71667346002302e-07,5.97921776565537e-07,5.50548148971258e-07,5.74536732717484e-07,5.60722509644427e-07,5.91827334994082e-07,5.92142272049898e-07,5.72870054385775e-07,5.64269295689325e-07,5.06694918746985e-07,5.11449718702655e-07,4.82862002363862e-07,4.85681906920491e-07,4.60129540551263e-07,4.46430626061423e-07,4.04446212024186e-07,3.73334270329149e-07,3.48291342502869e-07,3.23958483791759e-07,3.43211747761188e-07,3.20181940962331e-07,3.18203557708626e-07,3.17146749150295e-07
584,"MHL","Marshall Islands",1.20610799645913e-07,1.17067612519067e-07,1.16522313564298e-07,1.16895748077735e-07,1.17755120786259e-07,1.21096122347572e-07,1.25811688311688e-07,1.32684407268959e-07,1.43451761557901e-07,1.55430746552721e-07,1.7036094054216e-07,1.58010987143909e-07,1.64549930080647e-07,1.71560990808537e-07,1.7929748705845e-07,1.87411455171018e-07,1.94086366363881e-07,2.03445864327039e-07,2.13529322229229e-07,2.23573600429261e-07,2.37256121438279e-07,2.49702734839477e-07,2.57403353460511e-07
478,"MRT","Mauritania",3.35435619181129e-06,3.29492512735248e-06,3.12931587768096e-06,3.09364948673858e-06,3.01366841163045e-06,2.98769071425726e-06,3.07993985516818e-06,3.03154455292328e-06,2.67834830651686e-06,2.80501869611174e-06,2.88934425630238e-06,2.76087189072055e-06,2.77769145238336e-06,2.75183350926366e-06,2.65405625662538e-06,2.73679622524847e-06,2.66542280269208e-06,2.59614448505594e-06,2.55226763125212e-06,2.55483252274428e-06,2.51189035531912e-06,2.49188836166791e-06,2.44925243959267e-06
480,"MUS","Mauritius",6.47078499553027e-07,5.56722592488257e-07,5.95207953372887e-07,5.99981868679793e-07,5.9705013009796e-07,5.85383804978449e-07,5.72125031199453e-07,5.83238546985794e-07,5.54608434388617e-07,5.49931098282948e-07,5.42226487523992e-07,5.90863651026346e-07,6.31428748879274e-07,5.7985887982385e-07,6.30348047268968e-07,5.76460611032411e-07,6.2037733818557e-07,6.1428412182274e-07,6.01306755732761e-07,6.05852360020063e-07,5.63974805965811e-07,5.8673304199366e-07,5.95632713225818e-07
484,"MEX","Mexico",2.79953370803083e-06,2.86736799201177e-06,2.86373721015573e-06,2.93861111534438e-06,2.94384151865742e-06,3.04431608073572e-06,3.03124455323244e-06,3.13010797958427e-06,3.18185372591744e-06,3.34085466878767e-06,3.30571459148019e-06,3.35522020270769e-06,3.30868638420869e-06,3.29949472714313e-06,3.25036517979104e-06,3.17103892315447e-06,3.21759797982905e-06,3.19930294596862e-06,3.15287337114679e-06,3.13386117735279e-06,3.26194872054704e-06,3.31478270439199e-06,3.38028279477233e-06
583,"FSM","Micronesia",4.09098640216992e-07,4.0822524743631e-07,4.08064861775841e-07,4.08747372657752e-07,4.10093504908559e-07,4.11934378943573e-07,4.14320813047932e-07,4.2362049446737e-07,4.26847218133647e-07,4.52404791040902e-07,4.52652712198386e-07,4.79205094218951e-07,4.79525463818464e-07,4.91671960887219e-07,4.89800410918697e-07,4.96976119566608e-07,5.03070275187628e-07,4.95336412206828e-07,4.99418546998531e-07,5.07276955260866e-07,5.13799439815889e-07,5.18867507579708e-07,5.20304123891945e-07
498,"MDA","Moldova",9.4369685721593e-07,1.13428611082078e-06,1.05448094291892e-06,1.01612084329074e-06,1.06352746507883e-06,1.04188841409699e-06,1.00660646234407e-06,1.00546254930333e-06,1.03526416490608e-06,9.07436899106628e-07,1.01664573983511e-06,1.09763383005342e-06,1.05932055249685e-06,1.17150972283129e-06,1.23870859380331e-06,1.16361974599239e-06,1.32349405283845e-06,1.40099281755263e-06,1.55880441917359e-06,1.45633400194578e-06,1.36236162921753e-06,1.58305352671059e-06,1.54292593531206e-06
492,"MCO","Monaco",2.65824734329278e-06,2.60756996671187e-06,2.53813376150188e-06,2.47555390518629e-06,2.44757414071225e-06,2.3521359011854e-06,2.25859860672894e-06,2.28136882129278e-06,2.19383591739376e-06,2.14808184932564e-06,2.20326722526976e-06,2.05037560760053e-06,2.0864553314121e-06,2.08609738884968e-06,2.08252561617281e-06,2.09738846572361e-06,2.04202746081843e-06,2.05971277399849e-06,2.00383483215858e-06,1.99006318518118e-06,1.82276149721034e-06,1.83176143487979e-06,1.79604595684006e-06
496,"MNG","Mongolia",1.4320808134219e-05,1.29822806024911e-05,1.19457215275932e-05,1.19215372106941e-05,1.16629609184424e-05,1.21519739142836e-05,1.28232842949247e-05,1.37394109630521e-05,1.37059790340284e-05,1.35747641384731e-05,1.18037979367405e-05,1.27189462735674e-05,1.33579291127291e-05,1.34966379663941e-05,1.4330877218487e-05,1.48410539981631e-05,1.50517155159751e-05,1.5309929167353e-05,1.49494736236607e-05,1.54373025865989e-05,1.46311774607015e-05,1.46066858594735e-05,1.48895086638696e-05
499,"MNE","Montenegro",1.06455078932143e-06,1.15905951540117e-06,1.12654715755918e-06,1.11062657304738e-06,1.28800217819103e-06,1.22749124557802e-06,1.28775253038494e-06,1.37690278059671e-06,1.23993263843078e-06,1.19198957130427e-06,1.19465054857062e-06,1.15469157962131e-06,1.18111314677224e-06,1.15742417583833e-06,1.14504430613853e-06,1.21673077139445e-06,1.23251856410784e-06,1.26772851650056e-06,1.23106197577411e-06,1.20091056994219e-06,1.16689682700634e-06,1.14662045732392e-06,1.17177546704666e-06
504,"MAR","Morocco",8.2299007001194e-07,8.26129272916022e-07,8.53189411427967e-07,8.46221351951552e-07,8.75699748194702e-07,9.06942983714919e-07,9.40550037553893e-07,8.6768220918166e-07,8.66129506212614e-07,8.4262096690007e-07,8.53230099678529e-07,8.84399045833722e-07,8.27532386274488e-07,8.96356170171237e-07,8.75948137213071e-07,9.08292502942147e-07,7.7761684875244e-07,9.03509797803796e-07,8.85115587328051e-07,8.45627340900312e-07,8.44945151066926e-07,8.98140993787346e-07,8.80987387170544e-07
508,"MOZ","Mozambique",1.47451909994679e-06,1.57513019795709e-06,1.69564544342626e-06,1.67824114490653e-06,1.56389546252488e-06,1.64266056784401e-06,1.49498586563202e-06,1.52251968737784e-06,1.60673300780282e-06,1.39058130755647e-06,1.4995412747219e-06,1.34677748344611e-06,1.34353653363736e-06,1.35040247339875e-06,1.31726986104992e-06,1.21445819182971e-06,1.10844358525825e-06,1.03957231784829e-06,1.15552409509039e-06,1.09953263259315e-06,1.05201579858311e-06,1.04435965975947e-06,1.06461974967302e-06
104,"MMR","Myanmar",9.31083729636825e-07,8.99710019548917e-07,8.86398367650074e-07,9.29156247489973e-07,9.78063369465064e-07,9.70152188800584e-07,1.00440286128797e-06,1.04446948556596e-06,1.04043781623307e-06,1.07312257206018e-06,1.0973661834827e-06,1.11859694124587e-06,1.15097747957239e-06,1.19253675747755e-06,1.25312213421737e-06,1.24504823823829e-06,1.28535326084391e-06,1.41522944856866e-06,9.20897488084061e-07,9.5776389430721e-07,1.01828422925936e-06,9.46130349177491e-07,9.74541829679398e-07
516,"NAM","Namibia",6.92634600616445e-06,6.24864657547234e-06,5.40104049456586e-06,5.69064306877064e-06,6.03277498368057e-06,6.2154045234899e-06,7.6010869050891e-06,6.81086477102569e-06,5.05260596737292e-06,7.54381578775571e-06,6.811888507963e-06,1.08800660307456e-05,1.16725952377657e-05,5.57947117500034e-06,4.68122840783397e-06,4.55600025233232e-06,4.82062124034584e-06,4.82124596220651e-06,4.23996541518406e-06,3.3760530751511e-06,5.58435224326242e-06,5.73088325558435e-06,5.72650225242422e-06
520,"NRU","Nauru",1.62860171533198e-07,1.73694876001158e-07,1.80658873538789e-07,1.83681361175561e-07,1.81906144170295e-07,1.76390773405699e-07,1.81659218962502e-07,1.98694847569884e-07,1.91350190373914e-07,1.97400566793707e-07,1.96269895518016e-07,1.98385685111349e-07,1.96284948295672e-07,1.92631382083411e-07,1.89213893967093e-07,1.8596334376397e-07,1.81865873917985e-07,1.70347543228899e-07,1.66890305266689e-07,1.64029014177382e-07,1.62403572878603e-07,1.5985932379506e-07,1.57088727502368e-07
524,"NPL","Nepal",6.636942934506e-07,6.6116176701052e-07,6.35555300456202e-07,6.26876053132301e-07,6.34518620525754e-07,6.35340692886581e-07,6.44821399744357e-07,6.43865468802378e-07,6.62164345917035e-07,6.99302225878985e-07,7.1792617855958e-07,7.44506086043852e-07,7.50072427725399e-07,7.88852203609328e-07,8.15669417341845e-07,8.14912537248294e-07,8.39878101384485e-07,8.37371581439389e-07,8.69970552899963e-07,8.70545512258113e-07,8.79087120498005e-07,8.65657050848262e-07,8.60951996852124e-07
528,"NLD","Netherlands",3.18357091542357e-06,3.05368629792262e-06,2.97852569665765e-06,3.24185029036748e-06,3.28588172091023e-06,3.30272279163042e-06,3.75624743784466e-06,3.50391070619306e-06,2.18903629683648e-06,2.1657083911158e-06,2.14259138242524e-06,2.12063997320086e-06,2.73351858392756e-06,2.70166822657261e-06,2.72161151657918e-06,2.77451084045659e-06,2.7245534051809e-06,2.6617951146253e-06,2.56505132656098e-06,2.54253792792038e-06,2.5743198692773e-06,2.53236118040883e-06,2.44025195601446e-06
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",1.2857402078959e-05,1.29107073830692e-05,1.29416234012916e-05,1.29866905045689e-05,1.28195718654434e-05,1.27482522557391e-05,1.24265162739569e-05,1.21928121596667e-05,1.17376402648012e-05,1.14117045507368e-05,1.14464339071873e-05,1.14279197080292e-05,1.14788684467231e-05,1.13910087571194e-05,1.13804937451566e-05,1.10209571744696e-05,1.07337561782737e-05,1.05326574705003e-05,1.03864832877607e-05,1.01622750642674e-05,9.90137912066324e-06,9.76249168525257e-06,9.69926426104096e-06
558,"NIC","Nicaragua",1.42488457458997e-06,1.40002511186721e-06,1.50408651368719e-06,1.60433975783111e-06,1.49269720173116e-06,1.58946137608856e-06,1.56605714010841e-06,1.5443731761996e-06,1.50674854564481e-06,1.531892741861e-06,1.53353960408721e-06,1.65921953073031e-06,1.72453618682166e-06,1.68317732894138e-06,1.77171429142059e-06,1.80992659001257e-06,1.83120514427784e-06,1.82083816575553e-06,1.76500133211954e-06,1.80074082477531e-06,1.86503786692955e-06,1.8246736753599e-06,1.81336919390846e-06
562,"NER","Niger",1.60892531962334e-06,1.63737810052504e-06,1.63769695814649e-06,1.65106167916848e-06,1.645858403061e-06,1.67445903605579e-06,1.68463048952856e-06,1.69822900222065e-06,1.72110636081442e-06,1.72092195276007e-06,1.64588852541183e-06,1.62586460123617e-06,1.6653292977039e-06,1.67799635869429e-06,1.70348834148065e-06,1.69911512866276e-06,1.72547765260284e-06,1.73429640606862e-06,1.75842220009356e-06,1.76169038329904e-06,1.77942970223237e-06,1.78198611618977e-06,1.79334711717734e-06
566,"NGA","Nigeria",7.70032334194945e-07,7.50677682799568e-07,7.40837769909772e-07,7.51203046044217e-07,7.38537056659861e-07,7.68734037824932e-07,7.48286403350594e-07,7.21539507983423e-07,7.21867640108242e-07,6.89673854383718e-07,7.20707945450336e-07,7.25234401046586e-07,7.29086111960862e-07,7.32575059769397e-07,7.24722450255832e-07,7.06537924224732e-07,7.31447738448663e-07,7.33865652258991e-07,7.2585173320011e-07,7.23053379460007e-07,7.05620079124972e-07,6.93528971233229e-07,6.95520989423267e-07
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",5.00704859777176e-07,5.31631613146391e-07,4.31501085246381e-07,3.8474950515537e-07,4.17137634123946e-07,4.12016406634385e-07,4.33244080926528e-07,3.7813305405956e-07,3.91106363889039e-07,3.91351076127995e-07,4.09131573675988e-07,4.23664032969293e-07,3.88946056637457e-07,3.77172556924758e-07,3.59386807304316e-07,3.33359529638414e-07,3.64322241880744e-07,3.67215947784949e-07,4.01745071377813e-07,3.22262002813308e-07,2.78728489341457e-07,2.69521966983636e-07,2.65828739700191e-07
807,"MKD","North Macedonia",1.10050090063415e-06,9.87772263944543e-07,9.45471069822791e-07,9.67054524606357e-07,1.03810790811909e-06,1.02609169528513e-06,1.01949389970141e-06,1.0129387015496e-06,9.77088257451031e-07,9.4115535841683e-07,9.68367944782589e-07,9.81278469827387e-07,9.2186290054943e-07,9.39907908404521e-07,9.57691788663541e-07,9.41926147193591e-07,9.93973432923681e-07,9.78548104557142e-07,9.39208184886262e-07,8.81208305123432e-07,9.21578495086443e-07,8.13523077906456e-07,8.16453878374615e-07
578,"NOR","Norway",3.89671088654181e-06,3.89919603451763e-06,3.85618926088751e-06,3.94317015545948e-06,3.91993745522016e-06,3.87170091607904e-06,3.62608264850793e-06,3.39763859870342e-06,3.12486105903009e-06,2.8164778867138e-06,3.0065948738171e-06,3.00822436427538e-06,2.98889744156357e-06,2.91360205275077e-06,2.90039460939276e-06,2.9102223390594e-06,2.86559280804979e-06,2.82359112278111e-06,2.80501423591789e-06,2.80484138061024e-06,2.78837618912626e-06,2.86595467723803e-06,2.748699086534e-06
512,"OMN","Oman",9.51262513047866e-07,9.89618272648678e-07,9.94317413576552e-07,1.00345451554532e-06,1.04096838412949e-06,1.05359749871978e-06,1.101283307474e-06,1.15899758222359e-06,1.16935769822122e-06,1.13066104375955e-06,1.12425284029988e-06,1.06957874812512e-06,1.02953434218271e-06,1.06899189871826e-06,1.03510192760921e-06,1.02104692617163e-06,9.79975307350724e-07,9.68767380017059e-07,9.88881709535232e-07,1.01677946835469e-06,1.04107079303403e-06,1.09501863854452e-06,1.11662308704547e-06
586,"PAK","Pakistan",8.87478573870387e-07,8.66737659180375e-07,8.69763313575761e-07,8.7489755908375e-07,8.84859191946586e-07,9.1184313215065e-07,9.32217750971438e-07,9.17963115043738e-07,9.2506960409253e-07,9.83572643219775e-07,9.46236790058721e-07,9.46613334202875e-07,9.05018277388112e-07,9.44785737740472e-07,9.36367229743817e-07,9.43265213879604e-07,9.83492131407287e-07,1.05370350091371e-06,1.06038516220063e-06,1.10169011803669e-06,1.10917083973489e-06,1.12790670795808e-06,1.13219614647755e-06
585,"PLW","Palau",7.40139916860996e-06,8.22069800282429e-06,5.23903077930583e-06,6.48893360160966e-06,5.62616165168031e-06,6.40411476980485e-06,6.06554870278811e-06,4.96746875968192e-06,5.17223327400272e-06,7.22405184319558e-06,7.01186623516721e-06,8.99122807017544e-06,1.2649058285969e-05,5.84105588317888e-06,5.17532029669589e-06,4.8499494211532e-06,4.79344409519533e-06,5.06811683579077e-06,5.13322884012539e-06,5.07925876311677e-06,4.95214778544402e-06,5.14314247669774e-06,5.22846856826364e-06
