"code","iso","country","NDG.raw.2000","NDG.raw.2001","NDG.raw.2002","NDG.raw.2003","NDG.raw.2004","NDG.raw.2005","NDG.raw.2006","NDG.raw.2007","NDG.raw.2008","NDG.raw.2009","NDG.raw.2010","NDG.raw.2011","NDG.raw.2012","NDG.raw.2013","NDG.raw.2014","NDG.raw.2015","NDG.raw.2016","NDG.raw.2017","NDG.raw.2018","NDG.raw.2019","NDG.raw.2020","NDG.raw.2021","NDG.raw.2022"
442,"LUX","Luxembourg",2.19964077060911e-11,2.16538292772943e-11,2.68994421738516e-11,2.64242227291856e-11,2.75823013175288e-11,2.61224689753576e-11,2.40799542676295e-11,2.17578586784874e-11,2.1996568558979e-11,2.21958788903815e-11,2.17364948308376e-11,2.16825758381502e-11,2.06588099392036e-11,2.00237001211798e-11,1.91946201055539e-11,1.84583880299908e-11,1.75830693529628e-11,1.73544783057524e-11,1.67131829463504e-11,1.63342407781562e-11,1.53299881958426e-11,1.49909163723512e-11,1.42303161830887e-11
446,"MAC","Macao",3.72457582696084e-12,3.5888400287278e-12,3.37697710922807e-12,3.09078327274636e-12,2.65478451117668e-12,2.4564179514893e-12,2.27252996452585e-12,2.08203862794286e-12,1.84626154533529e-12,1.95493420915021e-12,1.35944088131518e-12,1.33257359776515e-12,1.29089184523099e-12,9.9981591113354e-13,1.04692463633335e-12,1.7664875464458e-12,1.79256953503843e-12,1.70625552969645e-12,1.50696899043747e-12,1.5703349716104e-12,3.05606268825614e-12,2.62980028673435e-12,3.6521109979181e-12
450,"MDG","Madagascar",9.74319754991894e-10,8.82270794506477e-10,9.09910800333713e-10,9.63735350007807e-10,8.20379493902651e-10,9.75422381424998e-10,8.52485835089939e-10,8.84880787318705e-10,7.6452760556061e-10,8.32954320331788e-10,8.21741108658915e-10,8.14964460334362e-10,8.11502274960276e-10,7.73351997292198e-10,7.48362648438628e-10,7.30969181390974e-10,7.51642636981152e-10,6.86173330769953e-10,6.05136867051642e-10,5.91024625496673e-10,6.38919386342126e-10,5.78575787023354e-10,5.48424598109721e-10
454,"MWI","Malawi",4.50647247688571e-10,4.28914897382746e-10,5.02627874913844e-10,5.03605929170712e-10,4.86599241830199e-10,4.79803439341676e-10,5.04159984677043e-10,5.0374998525821e-10,5.14447547270678e-10,4.67929534189715e-10,5.06541760739009e-10,4.92289284797785e-10,4.92490971573134e-10,4.85011701789625e-10,5.18158943171938e-10,5.20437393486703e-10,4.91751867866151e-10,5.1896890370299e-10,5.96563476085538e-10,6.35585440597865e-10,7.72586100210692e-10,7.51898349408965e-10,7.98472825209062e-10
458,"MYS","Malaysia",5.98617110470607e-11,5.87450002670151e-11,6.26436455729487e-11,6.59834668455555e-11,6.72241058293745e-11,6.63997065608351e-11,6.26840144372153e-11,6.12671614240374e-11,6.26439281916568e-11,5.52617393230951e-11,6.09366037953463e-11,5.90204853273415e-11,5.68902958020712e-11,5.09249468664003e-11,5.02802592266821e-11,4.651154453315e-11,4.37644947782982e-11,4.06368290349178e-11,3.62293602345828e-11,3.24950173749526e-11,3.59146756791343e-11,3.81175942847195e-11,3.57970371380747e-11
462,"MDV","Maldives",1.77107806608915e-11,1.67642668908877e-11,1.7968689092598e-11,1.42421251592061e-11,1.60404131204761e-11,1.76456500003929e-11,1.65701134775336e-11,1.69546859039093e-11,1.66872906428081e-11,1.97863430801308e-11,2.04585156657324e-11,2.1315553056559e-11,2.59148351571092e-11,2.41560176422006e-11,2.81329797939621e-11,2.14938306526942e-11,2.08106981866086e-11,2.00805209556801e-11,1.95004965324032e-11,2.08093455248474e-11,2.96954451320472e-11,2.15630593182388e-11,1.95653946289655e-11
466,"MLI","Mali",1.54900520644547e-09,1.26960295097161e-09,1.27381378049473e-09,1.18465583286252e-09,1.31971648499078e-09,1.26274198920882e-09,1.22176509317279e-09,1.19896783103178e-09,1.21476783559222e-09,1.13218294507897e-09,1.1356666283326e-09,1.12194747849312e-09,1.15634916766892e-09,1.17610931743864e-09,1.12390634383563e-09,1.09877230235314e-09,1.15954879486321e-09,1.09872467387486e-09,1.06500391093904e-09,1.08457314654472e-09,1.15803867580839e-09,1.14526287484711e-09,1.15436195565387e-09
470,"MLT","Malta",2.07737972133075e-11,2.21519095626464e-11,2.00355107221718e-11,2.02224970897675e-11,1.98415670536991e-11,2.03864197777425e-11,1.99703642196757e-11,1.85042529166291e-11,1.76694569037525e-11,1.61698732867352e-11,1.55404794700886e-11,1.46657726195745e-11,1.42958664737895e-11,1.30225144983754e-11,1.19755255417358e-11,1.01373066344639e-11,9.2609978731666e-12,8.00508119129466e-12,7.26436698121417e-12,7.48039668846534e-12,7.80684628975016e-12,6.98249920219774e-12,6.57440420694403e-12
584,"MHL","Marshall Islands",3.82081283112971e-11,3.48369507354144e-11,3.34751170726533e-11,3.41320826124748e-11,3.38964438013947e-11,3.41892358513185e-11,3.53646474025142e-11,3.59597872568832e-11,4.19238870884272e-11,4.36337214909237e-11,4.52156673111851e-11,4.17166464538426e-11,4.337384000384e-11,4.29058936801398e-11,4.45246693413337e-11,4.46653013000014e-11,4.43499794399091e-11,4.38932275738091e-11,4.30918344209264e-11,3.95904153910836e-11,4.15431856746173e-11,4.18829405229836e-11,4.20499626145996e-11
478,"MRT","Mauritania",8.04228085660019e-10,8.16090475572177e-10,7.81086221245315e-10,7.37922221851406e-10,7.01416794658845e-10,6.54803086671996e-10,5.83482475064376e-10,5.99594908558801e-10,5.44951911537181e-10,5.8591057827587e-10,6.05256398887241e-10,5.72190993399844e-10,5.68535910780974e-10,5.56687009818321e-10,5.28682057924305e-10,5.31220771723113e-10,5.24605966696844e-10,4.93651334216426e-10,4.75529105295404e-10,4.64038619451407e-10,4.72617412154049e-10,4.69501286601586e-10,4.50174816074099e-10
480,"MUS","Mauritius",5.28042191017318e-11,4.43079326610245e-11,4.69427945119382e-11,4.49967206975356e-11,4.31884604666898e-11,4.18520873098897e-11,3.9188633201539e-11,3.7958385947957e-11,3.43741243097658e-11,3.30782834577031e-11,3.13215241176286e-11,3.28464094394361e-11,3.40098963169799e-11,3.02901046477966e-11,3.17712910406904e-11,2.80582064622449e-11,2.90928287585398e-11,2.77406490899776e-11,2.61227425484757e-11,2.55888569441174e-11,2.78921910592387e-11,2.80708328604212e-11,2.61391703491912e-11
484,"MEX","Mexico",1.56025635614287e-10,1.62948385687236e-10,1.65301243997606e-10,1.69710303035982e-10,1.66020429363028e-10,1.70230103350902e-10,1.64429791678974e-10,1.68188337581033e-10,1.71191921050622e-10,1.92139385137671e-10,1.83276950213293e-10,1.82028704060208e-10,1.75631633250115e-10,1.75094959411814e-10,1.69803502846222e-10,1.62260491743547e-10,1.62251226187038e-10,1.59706354230272e-10,1.55480803804659e-10,1.56189344329665e-10,1.77976340270179e-10,1.73675182019775e-10,1.72928101806491e-10
583,"FSM","Micronesia",1.23915062979141e-10,1.21286063310823e-10,1.20626240582414e-10,1.18759209161228e-10,1.22533426223218e-10,1.20081521074421e-10,1.20178932460752e-10,1.24302165705634e-10,1.27369859325122e-10,1.32509495210641e-10,1.29316202078734e-10,1.33040206129563e-10,1.36095526611801e-10,1.45378515108289e-10,1.48809733858227e-10,1.44899352976937e-10,1.45982479229996e-10,1.40626712609722e-10,1.42125509434149e-10,1.43264426704217e-10,1.48678437291272e-10,1.56507535662847e-10,1.5936125686887e-10
498,"MDA","Moldova",1.88563352170692e-10,2.13137965706498e-10,1.83380198559211e-10,1.65302291606727e-10,1.6069534438617e-10,1.46086676526256e-10,1.34301489479132e-10,1.29940175323555e-10,1.23874893334792e-10,1.15364540318791e-10,1.20559797480797e-10,1.22935960270423e-10,1.19333033867317e-10,1.20993383542985e-10,1.21767762307676e-10,1.13897562959737e-10,1.2236344888729e-10,1.22207833133815e-10,1.28373471493329e-10,1.13981600707833e-10,1.14977903742188e-10,1.16381026216392e-10,1.1955671325035e-10
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",3.23659475413624e-09,2.87507022228515e-09,2.54845068396068e-09,2.39761052410827e-09,2.13842594588413e-09,2.09483947829119e-09,2.05382569445706e-09,2.01487371596041e-09,1.86570364350716e-09,1.89491061361268e-09,1.56989800024674e-09,1.46434131139611e-09,1.39337919393673e-09,1.2848049533332e-09,1.29014146892287e-09,1.33285299469405e-09,1.36104375758407e-09,1.33927584515986e-09,1.24038410085063e-09,1.23914591061083e-09,1.25408877474543e-09,1.25181239778886e-09,1.23546207992564e-09
499,"MNE","Montenegro",8.57194868334236e-11,9.26863738091348e-11,8.87583065305773e-11,8.57256520493758e-11,9.53718313155289e-11,8.73730514511409e-11,8.45348584791798e-11,8.47410761886625e-11,7.12972215761629e-11,7.291303093182e-11,7.12613074506113e-11,6.67937271459262e-11,7.02942808639279e-11,6.65884771897832e-11,6.47846263555328e-11,6.66204722275559e-11,6.55667830755162e-11,6.440959100296e-11,5.95101396404108e-11,5.57682079587938e-11,6.39081185915373e-11,5.5364440632814e-11,5.30664282025103e-11
504,"MAR","Morocco",1.7086798521939e-10,1.61319561858274e-10,1.62676169388117e-10,1.53833642821791e-10,1.5414183022916e-10,1.56756935321715e-10,1.52803711894709e-10,1.38042304954404e-10,1.32063260527509e-10,1.25436758020411e-10,1.24337558266815e-10,1.23783185151868e-10,1.13914165349798e-10,1.20106881086459e-10,1.15769644834181e-10,1.16496825813601e-10,1.00440434717122e-10,1.12414481383274e-10,1.08051410068535e-10,1.0138283063034e-10,1.10300960107617e-10,1.0977943506786e-10,1.07628080712837e-10
508,"MOZ","Mozambique",2.34537118227566e-09,2.29212042545711e-09,2.31648872560607e-09,2.20158935516552e-09,1.95138822823574e-09,1.97236301675881e-09,1.67890493736348e-09,1.62882259716285e-09,1.64423660210457e-09,1.37468813839946e-09,1.43141804146077e-09,1.23244002306328e-09,1.18135449997364e-09,1.144728988395e-09,1.07212186781491e-09,9.54791348268985e-10,8.66025334885543e-10,8.07601117883927e-10,8.93747537624813e-10,8.55545738053908e-10,8.52922392551144e-10,8.5131055040576e-10,8.56441418515937e-10
104,"MMR","Myanmar",9.56531741915598e-10,8.3043556646524e-10,7.39839989005868e-10,6.92948872207751e-10,6.47221939317852e-10,5.699034665099e-10,5.24700162014768e-10,4.88607562619261e-10,4.407620239701e-10,4.14165725373218e-10,3.87722985664087e-10,3.70585113950992e-10,3.61134602649977e-10,3.49753535970926e-10,3.42514718039285e-10,3.32163956315204e-10,3.12771700658423e-10,3.28135105947653e-10,2.02116035873203e-10,1.98313824370079e-10,2.05834826911706e-10,2.34618938305096e-10,2.36282026913818e-10
516,"NAM","Namibia",1.03178063006205e-09,9.38834292179884e-10,7.87801557526137e-10,8.07624742532021e-10,7.72159474795903e-10,7.8529555570276e-10,9.07756932127741e-10,7.81590992723781e-10,5.72450639521931e-10,8.64454086421061e-10,7.47285792548662e-10,1.1536438386123e-09,1.19745702870431e-09,5.51213794217045e-10,4.43526428294464e-10,4.2133587017853e-10,4.5359303245923e-10,4.66484877804015e-10,4.13003601745642e-10,3.37282256173891e-10,6.17617162284462e-10,6.22341487006284e-10,6.03408314546413e-10
520,"NRU","Nauru",NA,NA,NA,NA,3.40499604853823e-11,3.57686434161746e-11,4.01700238927624e-11,4.71084825651486e-11,2.74309642981851e-11,3.00946030302341e-11,3.04365316476852e-11,2.81244672030738e-11,2.15179120451325e-11,2.06827523623628e-11,1.80382091953122e-11,1.92128713206881e-11,1.77896956673038e-11,1.81995496611621e-11,1.686380289704e-11,1.55775806421811e-11,1.5019442871082e-11,1.45463895523077e-11,1.41396501213644e-11
524,"NPL","Nepal",3.28422449706717e-10,3.17225682411757e-10,3.09163923477193e-10,2.97430190164061e-10,2.91184734271089e-10,2.84805352357883e-10,2.82134304919925e-10,2.74422136527087e-10,2.6765559361647e-10,2.71871938812141e-10,2.6761342196005e-10,2.6937493904118e-10,2.59891573976207e-10,2.64512504557093e-10,2.58754294001387e-10,2.49970487353211e-10,2.58848199785849e-10,2.39555051391272e-10,2.3390657762878e-10,2.21960086682207e-10,2.33687721061489e-10,2.24631257468423e-10,2.15146564348175e-10
528,"NLD","Netherlands",6.713249673891e-11,6.34060748400432e-11,6.21065323698516e-11,6.78113692015442e-11,6.76292361526629e-11,6.67655956517888e-11,7.3511571750115e-11,6.62240164239535e-11,4.06519470198874e-11,4.19649073154546e-11,4.11775592072325e-11,4.03207730821978e-11,5.27095185595758e-11,5.23172775863247e-11,5.21511421023622e-11,5.23748396090113e-11,5.05972771699724e-11,4.83184085533215e-11,4.57547185839713e-11,4.47755751601976e-11,4.74310405301782e-11,4.47276515103074e-11,4.16534544071768e-11
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",3.92853054516941e-10,3.8372486650137e-10,3.73764907371639e-10,3.65270438777998e-10,3.51592391199076e-10,3.42132540219634e-10,3.28397987439346e-10,3.15567789887026e-10,3.10131290532249e-10,3.04890610985209e-10,3.04767144662121e-10,2.99939691646373e-10,2.96200373992339e-10,2.88231014191144e-10,2.82039944182661e-10,2.68707576685504e-10,2.57846955459347e-10,2.49560974376439e-10,2.42013998979261e-10,2.348433612829e-10,2.35454816159095e-10,2.2166371257132e-10,2.16113750955287e-10
558,"NIC","Nicaragua",3.62835358027894e-10,3.50953082539738e-10,3.78991177843277e-10,3.99115675783523e-10,3.56794704044962e-10,3.6895248292823e-10,3.53831599734112e-10,3.36736492493013e-10,3.22166090341171e-10,3.43633812866341e-10,3.34330397340406e-10,3.45280286501689e-10,3.41975502588151e-10,3.22784361628045e-10,3.28976931708979e-10,3.25348828669774e-10,3.19341208787638e-10,3.07814471489073e-10,3.13128368184557e-10,3.33588241773532e-10,3.56565522540972e-10,3.20566907695663e-10,3.11448683401134e-10
562,"NER","Niger",1.7693777977104e-09,1.73769864925725e-09,1.71508817909994e-09,1.75270934306291e-09,1.8037480556927e-09,1.77219900649046e-09,1.74508502952028e-09,1.76881800681666e-09,1.72624289945542e-09,1.75666296576099e-09,1.60615488021085e-09,1.60924592663177e-09,1.54893319168234e-09,1.53962539083123e-09,1.522144311889e-09,1.5111169529543e-09,1.50846833922011e-09,1.50029072248035e-09,1.47362177869246e-09,1.44703781757844e-09,1.46509797679881e-09,1.50178741309112e-09,1.40675645846487e-09
566,"NGA","Nigeria",2.5985862555637e-10,2.45599512871856e-10,2.15878624536478e-10,2.09482480923348e-10,1.93662448195522e-10,1.94557952169169e-10,1.83442392421571e-10,1.70505605049807e-10,1.64180210393809e-10,1.49203724103905e-10,1.48377277520547e-10,1.45757061044357e-10,1.44503061830505e-10,1.39835552233803e-10,1.33591250671426e-10,1.30139060537819e-10,1.40417993038922e-10,1.43332978498561e-10,1.42609714096034e-10,1.424351698152e-10,1.45037509805427e-10,1.40885791891921e-10,1.40136716442215e-10
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",1.07631446134681e-10,1.00082896460347e-10,9.37040232392037e-11,9.40662892371845e-11,9.67433682497857e-11,9.15036556929783e-11,8.66163361752403e-11,8.09590387487146e-11,7.41630882566335e-11,7.18249551277583e-11,7.16512677181082e-11,7.10685153109122e-11,6.71529638675634e-11,6.66179633951481e-11,6.56104455446289e-11,6.22173314886914e-11,6.3906829474939e-11,6.23021794992095e-11,5.81712423021091e-11,5.25370543084769e-11,5.84026776005456e-11,4.86890664219954e-11,4.76658444860002e-11
578,"NOR","Norway",6.78005041339628e-11,6.68069487977962e-11,6.55247234459252e-11,6.67659803828134e-11,6.41890302554523e-11,6.21632877736508e-11,5.72805130647698e-11,5.26945505744323e-11,4.88364478370697e-11,4.54575927852593e-11,4.87506172162818e-11,4.8873517923215e-11,4.78996355280266e-11,4.67855433227386e-11,4.61563195094761e-11,4.59229227348612e-11,4.50935815460522e-11,4.37159085950691e-11,4.3356512810015e-11,4.31624592914324e-11,4.3721292516203e-11,4.34835082533608e-11,4.0744178182632e-11
512,"OMN","Oman",2.54401009459047e-11,2.56588398648398e-11,2.63860717356348e-11,2.76766584512485e-11,2.8779346170186e-11,2.89541782357761e-11,2.92408311306618e-11,2.99797457302721e-11,2.84416718583687e-11,2.63710333323201e-11,2.75417573399862e-11,2.83366256685842e-11,2.76232396192757e-11,2.94241072829247e-11,2.95471094532221e-11,2.90168874825947e-11,2.78165365209737e-11,2.8311309593162e-11,2.89044377250541e-11,3.00696785914359e-11,3.14539909011819e-11,3.192961517572e-11,3.15993552336807e-11
586,"PAK","Pakistan",2.63449800558196e-10,2.56264094159766e-10,2.5723960096597e-10,2.50040842446639e-10,2.40456936594569e-10,2.37701165486705e-10,2.34342187491482e-10,2.24885578333149e-10,2.27743833451053e-10,2.40786950089935e-10,2.33177619543946e-10,2.31873863250981e-10,2.1805958274347e-10,2.21431834768056e-10,2.1263325235876e-10,2.07192382906514e-10,2.07194154583195e-10,2.15405532125698e-10,2.07372404059744e-10,2.13607400863854e-10,2.21641240687254e-10,2.1557261658472e-10,2.07676937165568e-10
585,"PLW","Palau",5.56443703012702e-10,5.83647565654196e-10,3.59520001396673e-10,4.60986846006473e-10,3.81701119552443e-10,4.16335487457597e-10,3.91698530159016e-10,3.10377244471432e-10,3.38327622068222e-10,4.98572414003137e-10,4.75548941892463e-10,5.62338448223193e-10,7.65554068779019e-10,3.63035567847995e-10,3.0245952438095e-10,2.63543422383094e-10,2.61012611982109e-10,2.8804311486536e-10,2.91869792889139e-10,2.88499412917114e-10,3.10430295743975e-10,3.73079797953324e-10,NA
591,"PAN","Panama",7.96671034734729e-11,8.81590428668195e-11,8.602324084276e-11,8.58290196738161e-11,7.71573843540329e-11,7.30474131397742e-11,6.88661062972075e-11,5.94513775943785e-11,5.65111344819144e-11,5.75246829700488e-11,5.55977959645268e-11,5.02814477351893e-11,4.81384741642135e-11,4.59796431131613e-11,4.10499037348971e-11,3.80544564718301e-11,3.56881381107026e-11,3.37212528914684e-11,3.34901464089872e-11,3.30744860693336e-11,4.15725934573092e-11,3.78537198399995e-11,3.41611193499243e-11
598,"PNG","Papua New Guinea",3.16276213698771e-10,3.26201839434934e-10,3.45237181882176e-10,3.44939883188057e-10,3.65967392386476e-10,3.15767325063712e-10,3.0666946257839e-10,2.71253985192751e-10,2.70643548052444e-10,2.5915984153005e-10,2.33317158811205e-10,2.22023423629067e-10,2.18974741698054e-10,2.12369735761041e-10,1.94763942224548e-10,1.91804101151931e-10,1.68365054309614e-10,1.67042127232688e-10,1.78325939211279e-10,1.63511877538669e-10,1.65296716961412e-10,1.65131585376036e-10,1.59440426158296e-10
600,"PRY","Paraguay",4.38248571484409e-10,5.15220175889096e-10,5.04224218931537e-10,5.32313121287582e-10,4.60401398278622e-10,4.80836228777565e-10,4.58782038526607e-10,4.95026119505623e-10,4.27370658346796e-10,4.37025254146534e-10,4.31794862969579e-10,4.34675949546685e-10,4.40743559553229e-10,4.38509303710388e-10,4.28145370276688e-10,4.09528230556754e-10,3.98826109284352e-10,4.10594369123304e-10,3.66466942870393e-10,3.79197708352009e-10,4.16367500850327e-10,3.82837656228602e-10,3.81459179889384e-10
604,"PER","Peru",1.56527236198395e-10,1.54396336570907e-10,1.50293859697545e-10,1.45881625891572e-10,1.40511999506182e-10,1.31725696482481e-10,1.25165699431907e-10,1.21066670915949e-10,1.09817110270338e-10,1.15300068475219e-10,1.05062794967309e-10,1.00741999365286e-10,9.49145097603274e-11,9.05261727502559e-11,8.75804430785337e-11,8.72607959061694e-11,8.4724360680771e-11,8.49312942056933e-11,7.8020121775564e-11,8.13338505506165e-11,9.01791291164937e-11,8.30603371923258e-11,8.22720947659119e-11
608,"PHL","Philippines",1.12276642616384e-10,1.11468703238596e-10,1.0478106966105e-10,1.07398600576818e-10,1.05829185631466e-10,9.6948639273396e-11,8.77021665265468e-11,8.60120111101211e-11,7.79274686465181e-11,7.85519614123779e-11,7.94777486461804e-11,7.27162792477621e-11,6.68909076602501e-11,6.52402246404541e-11,6.39139605714772e-11,5.88913683003032e-11,5.80918398997419e-11,5.88927121946762e-11,5.31787320387464e-11,5.14613667371786e-11,5.76775557844625e-11,5.40172770133802e-11,5.1829134081469e-11
616,"POL","Poland",1.52841205595422e-10,1.51579732400642e-10,1.46678860337055e-10,1.45195941463902e-10,1.38880114761379e-10,1.38346063635292e-10,1.30746915632469e-10,1.24815240718173e-10,1.17435609461843e-10,1.11346190183098e-10,1.10945375355889e-10,1.05197346020268e-10,1.06092852190379e-10,1.0240733470883e-10,9.753070057606e-11,9.41963411011531e-11,9.42666032191488e-11,9.14161612351051e-11,8.29675605884451e-11,7.94327732922934e-11,7.97733635724378e-11,7.58747688065276e-11,7.23484865146846e-11
620,"PRT","Portugal",4.60594554102557e-11,4.11024138982966e-11,4.10993281881914e-11,4.085679220452e-11,4.01388149002396e-11,3.92146952756113e-11,3.76832354010871e-11,3.85263373696678e-11,3.72311011382282e-11,3.63127046812966e-11,3.65848152286038e-11,3.419036493516e-11,3.72130558785282e-11,3.78778991784478e-11,3.88433922869054e-11,3.78493151934183e-11,3.67959853545408e-11,3.64308897279019e-11,3.39933217075104e-11,3.33833838313582e-11,3.57984502027804e-11,3.27810800816066e-11,3.09962980516596e-11
634,"QAT","Qatar",1.78990361844208e-11,1.63079275501569e-11,1.750880579752e-11,1.73872706869127e-11,1.52922989622126e-11,1.51484311291054e-11,1.33635806006069e-11,1.31846899552802e-11,1.22582729350069e-11,1.14193413098279e-11,1.06719160542711e-11,9.80925475947173e-12,9.88657708993864e-12,1.03072881024241e-11,1.06787493088016e-11,1.08440129693831e-11,1.0955085225608e-11,1.14016848639795e-11,1.13416419044678e-11,1.16465823677581e-11,1.24121532323105e-11,1.25782930796598e-11,1.26104327248269e-11
178,"COG","Republic of Congo",1.46073921739408e-10,1.53324835361054e-10,2.00162712252886e-10,2.97489969075626e-10,3.02254612171888e-10,3.2456975039223e-10,3.08838299993563e-10,3.00002615236114e-10,2.85538802806524e-10,2.47314239943314e-10,2.56657858324967e-10,2.65733745137439e-10,2.3726122264543e-10,2.53163561495783e-10,2.08716435150061e-10,2.43597690598274e-10,2.73923899385284e-10,2.79547985233729e-10,3.01425547020555e-10,3.00230242880049e-10,2.90675262704879e-10,2.90326666534298e-10,2.91639942651593e-10
642,"ROU","Romania",1.33563320546292e-10,1.23461654151769e-10,1.05614000090918e-10,1.09627764150595e-10,1.0946477070185e-10,1.05138986568307e-10,8.90858009656587e-11,8.37965405649645e-11,7.99562128173812e-11,7.69532495703501e-11,9.02381122131217e-11,8.61066736485038e-11,7.81216889213686e-11,8.24410864250869e-11,7.87433556800609e-11,7.33788898775681e-11,7.50303236440607e-11,7.21884092495411e-11,7.11214864275027e-11,6.81386001266244e-11,6.7345979522307e-11,6.90614439178151e-11,6.36473789591763e-11
643,"RUS","Russia",1.12364438384883e-10,1.11812005583428e-10,1.07643693035883e-10,1.01113401217903e-10,8.98835544495128e-11,8.51723366724916e-11,7.93600433329478e-11,7.49196629684004e-11,7.43127970144936e-11,8.02942562471249e-11,7.53758368175528e-11,7.59097046444941e-11,7.13575573881104e-11,7.0655797472587e-11,7.25036330824471e-11,7.42306905087469e-11,7.48895793253184e-11,7.4334770815912e-11,7.2815981584155e-11,7.32498517600181e-11,7.60170809318189e-11,7.39214327482523e-11,7.49871246950918e-11
646,"RWA","Rwanda",4.42926720968031e-10,4.33719736871021e-10,4.02093548627747e-10,4.28142974704193e-10,4.24312919534173e-10,4.06640387965241e-10,4.05641788967405e-10,4.00323878854939e-10,3.81224365519509e-10,3.69441791830068e-10,3.65997505700236e-10,3.29226126280927e-10,3.15994158503216e-10,3.1035801989574e-10,2.87769844451713e-10,3.039165676109e-10,2.77569815322085e-10,2.75085433686751e-10,2.47602233814109e-10,2.40421179955359e-10,2.43663206372146e-10,2.27063664804989e-10,2.10551852162795e-10
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",5.73351792831472e-11,5.44734442203014e-11,3.77848513602104e-11,4.07522512834474e-11,4.02368028114098e-11,3.67637134262737e-11,3.20211116985379e-11,3.33061114823733e-11,3.14510406466326e-11,3.36675663644876e-11,3.56272912420281e-11,3.54829162981908e-11,2.91308741469238e-11,2.72360265932295e-11,2.50179285758402e-11,2.5137167004853e-11,2.38298962890338e-11,1.79780924359622e-11,1.75466887342538e-11,2.05595237064479e-11,2.34259317996937e-11,2.52994128473142e-11,2.3428750788977e-11
662,"LCA","Saint Lucia",4.1410499510871e-11,3.39526782495387e-11,3.47202471144561e-11,3.8963083603729e-11,3.46086782959942e-11,3.62917376340499e-11,3.31079161215854e-11,3.23054422183208e-11,3.0182296403863e-11,3.24186125894057e-11,3.53052006317093e-11,3.36050376193165e-11,3.46651226438899e-11,3.43703035651943e-11,3.63370324905264e-11,3.70128727929589e-11,3.44080389814443e-11,2.87271616103373e-11,2.8138776172873e-11,3.25604307990954e-11,4.24273054573704e-11,3.84005787421234e-11,3.36088254155499e-11
670,"VCT","Saint Vincent and the Grenadines",6.60831265474961e-11,6.62367290081469e-11,3.92515116112336e-11,3.63486588523467e-11,3.66068934478441e-11,3.58833910449313e-11,3.39232120339553e-11,3.35053057294166e-11,3.40406609832906e-11,3.97278054556426e-11,3.89778697659199e-11,3.79429068927761e-11,3.89983254044646e-11,3.4761427542742e-11,3.49745923597439e-11,3.42483012927435e-11,3.20333255944668e-11,2.65898963732584e-11,2.5703911050056e-11,2.86931095983925e-11,2.96681233976791e-11,3.11783053813472e-11,3.00370003847903e-11
882,"WSM","Samoa",1.90075193102532e-10,1.87905684464643e-10,1.79000920226274e-10,1.73404321778679e-10,1.71385000461784e-10,1.60714816554462e-10,1.56388351293292e-10,1.53698690041658e-10,1.47487231288396e-10,1.5955305632757e-10,1.62726196041573e-10,1.64359311530304e-10,1.76038929500103e-10,1.7938493247325e-10,1.79086765956056e-10,1.90198825385526e-10,1.59696949543551e-10,1.52078499088858e-10,1.4446754847091e-10,1.226945097513e-10,1.39677561051699e-10,1.55283512930797e-10,1.59081591197509e-10
674,"SMR","San Marino",1.33636056956156e-11,1.32624807827777e-11,1.22935719172415e-11,1.22818098853817e-11,1.14911295503666e-11,1.09688162973058e-11,6.98924169939797e-12,6.37532691881473e-12,5.72899106941386e-12,6.09412828877331e-12,6.35809329567509e-12,6.8862033183486e-12,7.51240613274229e-12,7.46660324684859e-12,7.57237106036634e-12,8.28278258112934e-12,8.04246711951427e-12,7.97129845417839e-12,7.75455030272727e-12,7.50020242366866e-12,7.8256330791355e-12,5.91631696923567e-12,NA
678,"STP","Sao Tome and Principe",NA,9.88586342021126e-11,1.07018764253021e-10,1.04792370244425e-10,1.07436458233544e-10,1.02933309464908e-10,9.65367225556607e-11,9.73613128489706e-11,9.72454431617542e-11,1.00226219923516e-10,9.4452779414786e-11,9.36369805831354e-11,9.33915401564933e-11,9.4661187019676e-11,9.14510519858999e-11,9.10480736079855e-11,8.85494987596768e-11,9.1864197611165e-11,8.7218656408143e-11,8.64930677610332e-11,8.56441725080852e-11,8.82687621858259e-11,8.8334678222427e-11
