"code","iso","country","CHG.raw.2000","CHG.raw.2001","CHG.raw.2002","CHG.raw.2003","CHG.raw.2004","CHG.raw.2005","CHG.raw.2006","CHG.raw.2007","CHG.raw.2008","CHG.raw.2009","CHG.raw.2010","CHG.raw.2011","CHG.raw.2012","CHG.raw.2013","CHG.raw.2014","CHG.raw.2015","CHG.raw.2016","CHG.raw.2017","CHG.raw.2018","CHG.raw.2019","CHG.raw.2020","CHG.raw.2021","CHG.raw.2022"
212,"DMA","Dominica",3.13190101354388e-09,3.13390184470311e-09,3.22510785924949e-09,3.04696136384211e-09,2.98491939714551e-09,2.96546999833021e-09,2.84681212081067e-09,2.71445922004465e-09,2.54574237050642e-09,2.58773986550701e-09,2.59403224497971e-09,2.67074905683127e-09,2.72322294181772e-09,2.75072859468938e-09,2.66045026433398e-09,2.73516127842443e-09,2.6731260104043e-09,2.83792384783043e-09,2.76452749968823e-09,2.65422728346983e-09,3.19625761757234e-09,3.00285687654385e-09,2.83451694803434e-09
214,"DOM","Dominican Republic",3.57094031475249e-09,3.65824588332617e-09,3.63097799467352e-09,3.63255231633036e-09,3.81035926142681e-09,3.42865632595753e-09,3.20901783154028e-09,3.2698208179635e-09,3.25638825788495e-09,3.3395149699797e-09,3.16314183617468e-09,3.12180709033448e-09,3.06207157416586e-09,2.95604384158065e-09,2.802063419517e-09,2.65226388806814e-09,2.53426325414151e-09,2.4667396000485e-09,2.35886828905479e-09,2.26565467384275e-09,2.46141097252763e-09,2.22616721924762e-09,2.14605013067347e-09
218,"ECU","Ecuador",6.8669375814142e-09,6.95417741360551e-09,6.70721452417428e-09,6.64215207490915e-09,6.50675687964764e-09,6.20259803900744e-09,5.94098518591561e-09,5.76372896770845e-09,5.40580803507757e-09,5.65546254537933e-09,5.67546819899179e-09,5.2913478679267e-09,5.03136866036513e-09,4.89657049042807e-09,4.59325568134659e-09,4.43316890919515e-09,4.50920909892323e-09,4.3638610395304e-09,4.17668541717968e-09,4.25211042969677e-09,4.53436006877996e-09,4.29219009413752e-09,4.23579721028268e-09
818,"EGY","Egypt",3.59661096049888e-09,3.57698553737624e-09,3.64464451016845e-09,3.62951129083327e-09,3.58064379491103e-09,3.77161479808377e-09,3.65609790196938e-09,3.45335422768999e-09,3.30817785042663e-09,3.12548337084929e-09,2.81720375765428e-09,2.8228493173213e-09,2.7933606250509e-09,2.61884808953319e-09,2.50409621947749e-09,2.31178228458621e-09,2.25271814264156e-09,2.26952914528547e-09,2.20555930763213e-09,2.04936220837948e-09,1.89372788684644e-09,1.9160504283432e-09,1.79057611512131e-09
222,"SLV","El Salvador",3.74417134551113e-09,3.99308818124958e-09,4.08245481107478e-09,3.96990944853162e-09,3.98409856528422e-09,3.92704032450116e-09,3.87813239484385e-09,3.71725785067008e-09,3.48529982978895e-09,3.49196949608401e-09,3.28749967632323e-09,2.93313730714822e-09,2.99731666328038e-09,2.66892459187562e-09,2.80300165768639e-09,2.71789278408176e-09,2.55592856323987e-09,2.48122722256198e-09,2.31429638667709e-09,2.11765086230497e-09,2.37538084355585e-09,2.11932587026725e-09,2.01523407453012e-09
226,"GNQ","Equatorial Guinea",4.72325932031281e-08,3.15296157670226e-08,2.06453897008328e-08,2.00416300629194e-08,1.77450564380292e-08,1.44579287318277e-08,1.52593602447639e-08,1.43312887265177e-08,1.25038127948441e-08,1.0920857995279e-08,1.24181101888687e-08,1.13997943653025e-08,1.10008743668058e-08,1.07855524193721e-08,1.07684407835142e-08,1.20593457269359e-08,1.20320831067566e-08,1.17008423059724e-08,1.0080720338936e-08,9.39663390345246e-09,9.77143943770828e-09,9.864698613163e-09,8.46967143306405e-09
232,"ERI","Eritrea",3.63489472868569e-08,3.20395446350906e-08,3.11047057794692e-08,3.31027293758979e-08,3.33087528332833e-08,3.29145374476976e-08,3.27906754632881e-08,3.40887211398316e-08,4.28584046647328e-08,3.84485924797668e-08,3.42454221005115e-08,2.84640964260488e-08,2.82799128635897e-08,3.19651806617555e-08,2.47054632939369e-08,3.14918980628107e-08,2.96674724437927e-08,3.31598043293307e-08,2.95052440631301e-08,2.85775912640356e-08,NA,NA,NA
233,"EST","Estonia",3.88432004195787e-09,3.71374103685637e-09,3.52093929721677e-09,3.29540080029437e-09,3.12883548551685e-09,2.80295476533859e-09,2.47370255569341e-09,2.41918760261331e-09,2.62580078136314e-09,3.04618005331274e-09,3.0312376949405e-09,2.82598408089164e-09,3.18084045343689e-09,3.13511700919764e-09,3.19314576693306e-09,3.13505261354228e-09,2.61176975242274e-09,2.5809942210191e-09,2.40038511506733e-09,2.31385377099075e-09,2.26379069780326e-09,2.03762342515831e-09,1.83615339860446e-09
748,"SWZ","Eswatini",9.87620431107444e-09,9.45558263904154e-09,9.56582059020775e-09,9.40374414924563e-09,9.29468508386827e-09,8.7242362036461e-09,7.86768103342855e-09,7.86806688319063e-09,7.52523237564498e-09,6.92577605048578e-09,5.96759982465601e-09,5.33160168978193e-09,5.14038620503714e-09,5.17425122136275e-09,5.22722721294736e-09,5.047913081735e-09,4.95168548681777e-09,4.73701826550451e-09,4.68886110343844e-09,4.25416723728031e-09,4.1683211550728e-09,3.90161109178666e-09,3.75463439006821e-09
231,"ETH","Ethiopia",4.44018318784066e-08,4.29142412168061e-08,4.66145319013033e-08,4.70656208700658e-08,4.22901993857112e-08,3.94910825135657e-08,3.75491748117952e-08,3.66405509238607e-08,3.44042945699468e-08,3.27428824711762e-08,3.03605131181062e-08,2.71449170813951e-08,2.58846559988112e-08,2.40860816758501e-08,2.25837341444157e-08,2.08478785028743e-08,1.95601089259805e-08,1.82710692646648e-08,1.74098285146862e-08,1.70701784429039e-08,1.68523100267176e-08,1.54863293258644e-08,1.51810121170092e-08
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",4.95742543678468e-09,4.93596471350652e-09,4.64835397024239e-09,4.60233069346418e-09,4.38218623264054e-09,4.38598969056258e-09,4.32864591933613e-09,4.37709396641551e-09,4.37712851738128e-09,4.40459374123145e-09,4.28921357629165e-09,4.16550446660985e-09,4.12870710200598e-09,4.0027277553004e-09,2.47903272259577e-09,2.35393431186519e-09,2.3335020860845e-09,2.31676467905901e-09,2.27255836017099e-09,2.50786892055765e-09,2.82340377316458e-09,2.79801368937447e-09,2.48141242868031e-09
246,"FIN","Finland",3.61257875600755e-09,3.53484638593923e-09,3.34558841786298e-09,3.39359327809791e-09,3.70513521567068e-09,3.24315451867583e-09,3.43672016560069e-09,2.63043708726365e-09,2.59840939164126e-09,2.77212552103186e-09,2.74749888096193e-09,2.62771694339998e-09,2.9141730303581e-09,2.80683705948115e-09,2.69498760151628e-09,2.5144076842684e-09,2.0518249255269e-09,2.01124713987122e-09,1.95084888140455e-09,1.88996750385682e-09,1.88210189593852e-09,1.65233423391517e-09,1.5061021079614e-09
250,"FRA","France",1.30154927696003e-09,1.2721808504788e-09,1.23786682610656e-09,1.20789371154846e-09,1.16306192882264e-09,1.13263179121094e-09,1.09442348502741e-09,1.0685148189466e-09,1.06579761099427e-09,1.07500874641697e-09,1.05080422015604e-09,9.99694897694116e-10,9.85896695768933e-10,9.80247269277366e-10,9.60447239131651e-10,9.36009150211477e-10,9.29295746657889e-10,8.98421724833514e-10,8.72099532738286e-10,8.49855060248211e-10,9.00572583565533e-10,8.36540694507524e-10,7.9964781172565e-10
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",3.35617873151853e-08,3.36780417854329e-08,3.27492570443619e-08,3.54257977285209e-08,3.27002260033129e-08,2.95665421506521e-08,2.58197092967906e-08,2.05479053132245e-08,2.29913611421314e-08,2.20923769403082e-08,2.07151742506249e-08,1.92636222750586e-08,1.81509678863479e-08,1.65364452143214e-08,1.58524189726034e-08,1.59556431715317e-08,1.54990769576166e-08,1.43611800273476e-08,1.29936835265594e-08,1.41664673462974e-08,1.38355958449011e-08,1.25532562393608e-08,1.17931534704509e-08
270,"GMB","Gambia",1.11302809733053e-08,9.82509174980253e-09,1.0122480444516e-08,1.02356222993727e-08,1.03321652522549e-08,1.09609825046608e-08,1.14631086559408e-08,1.11530850366988e-08,1.18118481673914e-08,1.38672993735288e-08,1.39966932104413e-08,1.21314126372699e-08,1.25840715271799e-08,1.29255208738723e-08,1.35462223347053e-08,1.42754919526873e-08,1.28840016236009e-08,1.2225863816343e-08,1.09132691542191e-08,1.10775687172282e-08,1.11645895336727e-08,1.07625721026792e-08,1.03270622864472e-08
268,"GEO","Georgia",6.0828606902425e-09,5.80395437480103e-09,5.59295209763684e-09,5.15787080034117e-09,4.83697906903551e-09,4.37869239601911e-09,3.90569615821846e-09,3.44085829298454e-09,3.05418533274981e-09,3.14108577594568e-09,2.98345257303062e-09,2.80314233973304e-09,2.77774851371827e-09,2.77232009876105e-09,2.69854603967305e-09,2.40642490172881e-09,2.33845902186251e-09,2.21070883680947e-09,2.05211131461843e-09,1.88298744354498e-09,2.00028209714581e-09,1.84559738020701e-09,1.67615914640636e-09
276,"DEU","Germany",1.04556554131866e-09,9.86475600738533e-10,9.63302800077936e-10,9.44787778702095e-10,9.06022531573918e-10,8.82887121939279e-10,8.21197357001653e-10,7.81976594773232e-10,7.64316952468842e-10,7.77936453048351e-10,7.38918776502125e-10,6.9849246772735e-10,6.90595228844859e-10,6.82621887691285e-10,6.58150716135395e-10,6.4129719974116e-10,6.15604715406137e-10,5.9953577112844e-10,5.82422829953602e-10,5.49527071542237e-10,5.4974534645965e-10,5.35673277664161e-10,5.12954620859209e-10
288,"GHA","Ghana",7.07651293980589e-09,6.28912828280326e-09,6.03530546270117e-09,6.02787161875252e-09,5.708211760681e-09,5.8815213472812e-09,5.52775016747483e-09,5.25843061373575e-09,5.55696625105905e-09,5.11821773128657e-09,4.80674187270271e-09,5.06503184506334e-09,4.6089989979237e-09,4.68896146270017e-09,4.6813408453007e-09,4.7416784062433e-09,4.52161922887209e-09,4.75222980457226e-09,4.55695359843344e-09,4.64050006821178e-09,4.8352131951981e-09,4.4380854948459e-09,4.40737243989317e-09
300,"GRC","Greece",1.62317719016295e-09,1.48861455297559e-09,1.46177537763446e-09,1.40113331044624e-09,1.36532840327942e-09,1.37819797630294e-09,1.31937217396158e-09,1.2847662584288e-09,1.28184485989533e-09,1.30161348244649e-09,1.33702079142788e-09,1.46131601709121e-09,1.55998694367117e-09,1.49859399571302e-09,1.4425438861806e-09,1.39305671486333e-09,1.32758244592697e-09,1.30673872016536e-09,1.23733574874073e-09,1.17993204619783e-09,1.23461083609432e-09,1.12585675256237e-09,1.0539859395543e-09
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",1.46530722080862e-09,1.49557618788421e-09,1.45413887966629e-09,1.35106125923506e-09,1.35986571409932e-09,1.22060671352338e-09,1.27140345485384e-09,1.20462459212311e-09,1.20635912132784e-09,1.29178874548877e-09,1.2843885649319e-09,1.28160570026489e-09,1.30362571592034e-09,1.28056500302218e-09,1.20580297038044e-09,1.14484297700477e-09,1.10938197416583e-09,1.07335575844334e-09,1.03915642784649e-09,1.02158725549565e-09,1.19067745325699e-09,1.14908917435414e-09,1.10271953133301e-09
320,"GTM","Guatemala",5.00450712262999e-09,5.03312579703112e-09,5.14685078829132e-09,5.0183617741262e-09,4.98377980595173e-09,5.03152401015831e-09,4.85192516702644e-09,4.80773076499688e-09,4.8125482736407e-09,4.98640877081201e-09,4.99001487465394e-09,4.85478217384651e-09,4.8303966176673e-09,4.77001153706687e-09,4.71517336654292e-09,4.66419811781981e-09,4.68114389663337e-09,4.66078658865809e-09,4.58668532831078e-09,4.49978904186278e-09,4.68088144061551e-09,4.40606883113151e-09,4.30725863255443e-09
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",2.4199127802849e-08,2.41003658766995e-08,2.46143434520435e-08,2.48266775290059e-08,2.45740405355304e-08,2.5877755560056e-08,2.61176499866712e-08,2.50733166232213e-08,2.48390974364571e-08,2.59456620099675e-08,2.86351034411679e-08,2.8553557941484e-08,2.84591833510286e-08,2.80103714723609e-08,2.76208266953134e-08,2.69381751249742e-08,2.62359059703209e-08,2.41286887326661e-08,2.29117621265357e-08,2.21509336389659e-08,2.15192806975021e-08,2.0795496655105e-08,2.04233584702049e-08
624,"GNB","Guinea-Bissau",2.47879114427194e-08,2.66684590155771e-08,2.75546194569728e-08,2.77787343101299e-08,2.67088018138067e-08,2.5793271339516e-08,2.68571405699508e-08,2.62601900770221e-08,2.50385707558974e-08,2.55201551253309e-08,2.53726105329884e-08,2.34747302954534e-08,2.54052692899531e-08,2.47412513651459e-08,2.40636631202226e-08,2.38561007158596e-08,2.24500949063709e-08,2.14796179890442e-08,2.1684256512226e-08,2.09652374547979e-08,2.17558180278176e-08,2.09328644743884e-08,2.04297900650117e-08
328,"GUY","Guyana",9.83346507913157e-09,9.96789581502768e-09,9.09040301444547e-09,1.03043368421875e-08,9.45284478501893e-09,9.10252359833375e-09,8.4343207532301e-09,8.0775096069292e-09,8.39304466688123e-09,8.36956699113953e-09,8.29534150113805e-09,8.22169355435446e-09,7.96926240638262e-09,8.38731003492922e-09,8.92394585285933e-09,9.11756199720808e-09,7.47901739750136e-09,7.8437219971626e-09,7.32501044415106e-09,7.24580744796986e-09,5.20660096794955e-09,3.76411220041443e-09,2.45362156671618e-09
332,"HTI","Haiti",1.10751999912552e-08,1.14342520196067e-08,1.1474046419227e-08,1.12799298220383e-08,1.16249657603086e-08,1.15425160444336e-08,1.15272312751e-08,1.12922772825326e-08,1.12067910848552e-08,1.08113392711343e-08,1.17005469563621e-08,1.13956894743521e-08,1.15674559783507e-08,1.12132143813069e-08,1.09592696670641e-08,1.09280466763262e-08,1.0969406534519e-08,1.0758318843293e-08,1.06384212058089e-08,1.09688942603351e-08,1.1284318529443e-08,1.15515917145413e-08,1.18108872216769e-08
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",7.62590644313305e-09,7.67600668855222e-09,7.98872210154846e-09,8.6379580909058e-09,8.13119724430911e-09,8.05064485174599e-09,7.49917657830781e-09,7.21850528452794e-09,7.10045934031892e-09,7.5849156732407e-09,7.41090332967701e-09,7.30367791557378e-09,7.08262969644222e-09,7.06809708320211e-09,6.98776589496466e-09,6.83320139043734e-09,6.63712864486453e-09,6.2542741277699e-09,6.22468241275835e-09,6.09958029627889e-09,6.89672881781118e-09,6.09364757926209e-09,5.92654838219901e-09
344,"HKG","Hong Kong",6.77551689439426e-10,6.77881540611985e-10,6.66834131780953e-10,6.47058147380872e-10,6.06092416022099e-10,5.7111309700384e-10,5.39865348293963e-10,5.12979562359305e-10,5.05178277899149e-10,5.20873582369474e-10,4.93400763517481e-10,4.76025250188731e-10,4.70666990208367e-10,4.61552437173757e-10,4.51599663765305e-10,4.43464749742038e-10,4.41061142166461e-10,4.29450883479962e-10,4.21958593259522e-10,4.31370673960329e-10,4.66363382919545e-10,4.42633377371342e-10,4.63230538807279e-10
348,"HUN","Hungary",2.0183270385505e-09,1.88113800889433e-09,1.77284106481113e-09,1.68564823451846e-09,1.56718784148264e-09,1.55139437401299e-09,1.48859228505312e-09,1.44551216423918e-09,1.37713884595622e-09,1.44550888002198e-09,1.38517064586015e-09,1.34374098909158e-09,1.34856763116566e-09,1.28877953887993e-09,1.17520204996514e-09,1.10735284311724e-09,1.05099973378826e-09,1.00794074682627e-09,9.56642256459107e-10,9.05997625910852e-10,9.49041903886338e-10,8.63857021226191e-10,8.31900065666189e-10
352,"ISL","Iceland",1.86666383828097e-09,1.80286843585027e-09,1.76827775649145e-09,1.72316914047873e-09,1.60588622199081e-09,1.65332265385805e-09,1.56826657186827e-09,1.40955457270367e-09,1.36719511311773e-09,1.44204471432474e-09,1.49071089833145e-09,1.41165186822614e-09,1.33886345307901e-09,1.26209648100594e-09,1.28353643885462e-09,1.28118435201039e-09,1.19975813865245e-09,1.14622129574318e-09,1.1077625308244e-09,1.00969713061761e-09,1.12551562885776e-09,1.07370362349957e-09,9.99181433825389e-10
356,"IND","India",9.83675119088069e-09,9.45409731674098e-09,9.04018072255289e-09,8.53774174046399e-09,8.02687281260259e-09,7.59866513371237e-09,7.15608434604181e-09,6.78535587174453e-09,6.71651401443644e-09,6.24771406044636e-09,5.81578258461241e-09,5.58067444884115e-09,5.30916391857815e-09,4.84464201786081e-09,4.55566529864493e-09,4.26025912072083e-09,3.97405332544101e-09,3.757429870643e-09,3.5863791330901e-09,3.45270965601201e-09,3.70131414266086e-09,3.46861491303838e-09,3.29132465734414e-09
360,"IDN","Indonesia",6.9555408652605e-09,6.75111661973697e-09,6.49112199586295e-09,6.26820583022472e-09,6.05860001533195e-09,5.82463539690947e-09,5.76477796744013e-09,5.49725785361738e-09,5.30743187546472e-09,5.30055018590917e-09,5.13968047346782e-09,5.49900130526223e-09,5.36357505712712e-09,5.03920602396037e-09,4.91891253383725e-09,4.57580791559857e-09,4.39284473368893e-09,4.45730493211113e-09,4.56654604079e-09,4.4734234457403e-09,4.37611656236935e-09,4.25065491451336e-09,4.3288711489734e-09
364,"IRN","Iran",6.84932416814781e-09,6.31091955409132e-09,5.93921082215305e-09,6.47972499668603e-09,6.19936975692198e-09,6.37119205183042e-09,6.41396423653936e-09,5.77969136835707e-09,5.76522891380284e-09,5.86576168543642e-09,5.75518317154793e-09,5.64964226967866e-09,5.48717330440144e-09,5.58100840340381e-09,5.41924054700262e-09,5.63719560412455e-09,6.03860261314293e-09,6.11842666268948e-09,6.21958709450358e-09,5.75787013150636e-09,5.36591522666377e-09,5.41210995412996e-09,5.38533784442841e-09
368,"IRQ","Iraq",1.11452165901696e-08,1.11340749252281e-08,1.09898334150803e-08,1.68811162634021e-08,1.27383625368938e-08,1.19275063935052e-08,1.16695343185162e-08,1.08948583285619e-08,1.07118631131878e-08,1.16101087312231e-08,1.20456628515381e-08,1.22550114928263e-08,1.19688515816748e-08,1.11501698732302e-08,1.16905769182474e-08,1.21525045572724e-08,1.31388979046361e-08,1.36354005145307e-08,1.35319646210573e-08,1.33387579620036e-08,1.33847038410053e-08,1.31760747479369e-08,1.33880338078804e-08
372,"IRL","Ireland",3.92817727355814e-09,3.76104270318374e-09,3.51760889996577e-09,3.47584019189277e-09,3.06990628123481e-09,2.82412309136415e-09,2.70978962203268e-09,2.4601294094727e-09,2.51251346258948e-09,2.59754733810526e-09,2.4891583005075e-09,2.4604676041293e-09,2.52951709710691e-09,2.54144544187547e-09,2.36495252910567e-09,1.93713723909793e-09,2.01244861694607e-09,1.87820754864496e-09,1.57329778779364e-09,1.48978143566838e-09,1.40081601031003e-09,1.25836899471555e-09,1.10658556239864e-09
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",1.14261250946646e-09,1.16480827057721e-09,1.17655221327697e-09,1.18091521596553e-09,1.22009407790516e-09,1.1669514352526e-09,1.17655544099559e-09,1.15164097536162e-09,1.14387327143874e-09,1.10964939105385e-09,1.10358381726007e-09,1.11417684665035e-09,1.0296536574948e-09,1.13132697658483e-09,1.14715618806086e-09,1.15738248100945e-09,1.15281933954046e-09,1.14045165163058e-09,1.11262031601089e-09,1.06017153864824e-09,1.24432089189001e-09,1.25896375814163e-09,1.24164379163361e-09
380,"ITA","Italy",8.97379840240397e-10,8.32192677749404e-10,8.42057111672997e-10,8.20965073325233e-10,7.78007268530316e-10,7.67798506684647e-10,7.42805179346146e-10,7.31920980211773e-10,7.27602241530258e-10,7.64146924999029e-10,7.47321274772085e-10,6.988829535768e-10,7.2844997845934e-10,7.21498516756093e-10,6.96793111714971e-10,6.7913824074787e-10,6.70466012745238e-10,6.63439725190616e-10,6.65226372581183e-10,6.58110144715231e-10,7.35943397226815e-10,6.79837232657048e-10,6.47980587476651e-10
388,"JAM","Jamaica",2.00347343222679e-09,1.98086334908955e-09,1.94597421947713e-09,1.94486476333002e-09,1.84149012108757e-09,1.77733943585057e-09,1.43044628616602e-09,1.36441892992178e-09,1.36847609201655e-09,1.40834608027367e-09,1.40654580693908e-09,1.41227533205547e-09,1.42845436163498e-09,1.42480797588735e-09,1.41136165024336e-09,1.3838694024138e-09,1.37229995779058e-09,1.35875153289625e-09,1.34054873880191e-09,1.29400120152676e-09,1.42078192346119e-09,1.3619811481619e-09,1.31061629394632e-09
392,"JPN","Japan",3.34249961269196e-10,3.22153842775002e-10,3.13373917937446e-10,3.02250396723514e-10,2.93701224244997e-10,2.84404867546551e-10,2.78536296147119e-10,2.7247447926276e-10,2.67797637028563e-10,2.75424118831297e-10,2.64581774867785e-10,2.58367194337414e-10,2.48795278889717e-10,2.4192177902618e-10,2.33298873291642e-10,2.23873713071371e-10,2.20266556913326e-10,2.16637165690604e-10,2.07699541425982e-10,2.06642415929542e-10,2.11917940797253e-10,2.05533862256554e-10,2.0152195857874e-10
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",2.22393465836707e-09,2.16133749946341e-09,2.1032578549142e-09,2.07691657329858e-09,1.98387646250033e-09,1.91632698156657e-09,1.86376603560495e-09,1.83495735858107e-09,1.89428497734559e-09,1.80367364286963e-09,1.8479700986399e-09,1.94074090514702e-09,1.98713653285131e-09,2.02666655724693e-09,2.05834391932636e-09,2.13571371432336e-09,2.18771567948897e-09,2.16540533423953e-09,2.16453129535626e-09,2.23511191199102e-09,2.34135075964839e-09,2.34891359570584e-09,2.33908043164712e-09
398,"KAZ","Kazakhstan",8.04233818676024e-09,7.25858394431254e-09,7.60758863105409e-09,7.00828431795103e-09,6.96378616226066e-09,6.5875757026373e-09,6.4196899897043e-09,5.89503213012366e-09,6.28379377998998e-09,6.14592236692816e-09,6.20018878110782e-09,5.69051643912895e-09,5.61350129980124e-09,5.27100942014663e-09,5.08229936968702e-09,4.48228353040359e-09,4.54957546548158e-09,5.01702875830748e-09,4.7980123465141e-09,4.52990741874042e-09,4.56196732739097e-09,4.27310917817449e-09,4.17967202415224e-09
404,"KEN","Kenya",1.04010358840683e-08,1.02113040970547e-08,1.05319058144384e-08,1.06886384717996e-08,1.07779888040077e-08,1.00948032217383e-08,9.48113715949985e-09,1.20474268057594e-08,1.22354268612286e-08,1.16347532750939e-08,1.08960373445002e-08,1.06105539898111e-08,1.02056243907649e-08,9.8322118895626e-09,9.52363570058386e-09,9.27795611987071e-09,9.44388989412755e-09,8.81062040880725e-09,8.60862352717832e-09,9.04288751191239e-09,9.96582866198914e-09,8.66642744646262e-09,8.49331309942557e-09
296,"KIR","Kiribati",3.8679632768244e-09,3.97552657785139e-09,3.99049636967612e-09,3.94861848166483e-09,4.05655402462075e-09,3.94115148952353e-09,4.02925543005862e-09,4.03333928167057e-09,4.1905217258453e-09,4.23264031050945e-09,4.38239182472137e-09,4.38151262394996e-09,4.29591485853709e-09,4.22019336526976e-09,4.36394831873962e-09,4.08978596041957e-09,4.21502392725667e-09,4.29994122452462e-09,4.13086033482685e-09,4.30413356241009e-09,4.41835775967897e-09,4.21211562761849e-09,4.22341135054364e-09
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",8.70601488550341e-09,8.1816732255378e-09,8.03702663909016e-09,8.29655635422918e-09,7.52588345671592e-09,7.28574174591244e-09,6.83250708960505e-09,6.07640556645577e-09,5.77469230527073e-09,5.71505505121127e-09,5.85380570756414e-09,5.96177821915423e-09,6.02888894005484e-09,6.00845382606818e-09,5.93068078054458e-09,6.03835635523286e-09,6.05148240643927e-09,6.05986242696888e-09,6.05785213888222e-09,6.18665389202981e-09,6.6832994021906e-09,6.59700682501938e-09,6.62237540704122e-09
417,"KGZ","Kyrgyzstan",1.03436415804969e-08,9.94691519987701e-09,1.01375369662828e-08,9.53048219278589e-09,8.90476131886637e-09,9.08561095379964e-09,8.49173515728176e-09,7.9710037108555e-09,7.7163365526905e-09,7.94103698317479e-09,8.2002911782104e-09,7.99032112351716e-09,8.12298397624411e-09,8.04083866495507e-09,8.528170930522e-09,8.34971106064537e-09,8.23711387796171e-09,8.15206876092628e-09,8.25736024650308e-09,7.83526685704959e-09,8.74657110441367e-09,8.32931839648237e-09,7.98090181836393e-09
418,"LAO","Laos",1.64122163106248e-08,1.60162467535383e-08,1.54143058772819e-08,1.48641544525165e-08,1.449516669237e-08,1.3387760457334e-08,1.24593730606992e-08,1.20362309626809e-08,1.15476787742467e-08,1.12073295511558e-08,1.08546614594927e-08,9.83325037110608e-09,9.72458276774399e-09,9.02821987169688e-09,8.559830013257e-09,8.22906617215851e-09,8.11271552089237e-09,7.56978380993716e-09,7.03138476210276e-09,6.84434729743072e-09,7.1268387647562e-09,7.07123310112612e-09,7.03522815211993e-09
428,"LVA","Latvia",2.36390215334226e-09,2.25695109929425e-09,2.14183357195559e-09,2.0228552659877e-09,1.9021530928404e-09,1.7926741698121e-09,1.67752313637315e-09,1.58471820175399e-09,1.51250915543235e-09,1.77267288463268e-09,1.79454488373782e-09,1.81756632025746e-09,1.75335891856553e-09,1.71482438844563e-09,1.67886871608869e-09,1.60278655922818e-09,1.55271545845253e-09,1.49395313957496e-09,1.40552550481869e-09,1.35347822417905e-09,1.3598678855378e-09,1.2951820174994e-09,1.25548416604384e-09
422,"LBN","Lebanon",1.42367828378648e-09,1.42194418412242e-09,1.43428837668113e-09,1.45028927624783e-09,1.41343109107954e-09,1.42299488317203e-09,1.42641028258412e-09,1.32114152648374e-09,1.23112510174223e-09,1.14721498075861e-09,1.09373013677964e-09,1.15661370732321e-09,1.1981714660629e-09,1.22188011541636e-09,1.25850043677317e-09,1.29038435878438e-09,1.29845581340248e-09,1.31441036680189e-09,1.33965899703401e-09,1.49956205263827e-09,1.95905443630853e-09,2.14784287324176e-09,NA
426,"LSO","Lesotho",1.88257856625545e-08,1.8037431395326e-08,1.67605892740402e-08,1.64846042675708e-08,1.58681661409918e-08,1.64556686468752e-08,1.53241983208954e-08,1.5036120709362e-08,1.39829303659678e-08,1.43405389504184e-08,1.35590493561303e-08,1.31651064724515e-08,1.24383897148777e-08,1.17102142048973e-08,1.14391149983362e-08,1.10023118703898e-08,1.05326785056224e-08,1.1500918275301e-08,1.09646100632232e-08,1.05176692691307e-08,9.92077945618446e-09,1.08391489267772e-08,1.07563634356141e-08
430,"LBR","Liberia",1.03309903133811e-08,1.0271295841495e-08,1.02175136054594e-08,1.50561839401633e-08,1.51948641152819e-08,1.5053671498564e-08,1.49905343469251e-08,1.39584488362633e-08,1.35760690370621e-08,1.43624160469471e-08,1.34314934256701e-08,1.28834542204876e-08,1.24100010529979e-08,1.17080187575997e-08,1.21886004168833e-08,1.28490880059019e-08,1.3093830676801e-08,1.3024784828846e-08,1.32655050971766e-08,1.43314363752568e-08,1.50560874146584e-08,1.47468214578398e-08,1.41993905875992e-08
