"code","iso","country","FGG.raw.2000","FGG.raw.2001","FGG.raw.2002","FGG.raw.2003","FGG.raw.2004","FGG.raw.2005","FGG.raw.2006","FGG.raw.2007","FGG.raw.2008","FGG.raw.2009","FGG.raw.2010","FGG.raw.2011","FGG.raw.2012","FGG.raw.2013","FGG.raw.2014","FGG.raw.2015","FGG.raw.2016","FGG.raw.2017","FGG.raw.2018","FGG.raw.2019","FGG.raw.2020","FGG.raw.2021","FGG.raw.2022"
233,"EST","Estonia",3.30408966224632e-09,3.76695738743568e-09,3.56010040163475e-09,3.50715346216068e-09,3.74840686878752e-09,3.84663822488444e-09,4.01976665300179e-09,4.11980463019296e-09,3.83770883429997e-09,4.7023556162789e-09,5.13866961618486e-09,4.97911480919003e-09,5.1102026956855e-09,5.39651288468445e-09,5.51316573822037e-09,5.53532727078559e-09,5.62717664840173e-09,5.25176215407365e-09,5.06027132365545e-09,4.73193518932343e-09,4.65334754548448e-09,4.24990028675875e-09,4.42328174182017e-09
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",2.8971966838352e-09,3.91342470891822e-09,4.79514409561846e-09,5.8740273324477e-09,6.6710446586129e-09,7.92676261783967e-09,8.19751338610029e-09,8.43749896368468e-09,8.67589412012913e-09,9.1043406713083e-09,8.77689976022662e-09,8.59940483957343e-09,8.6491120572792e-09,8.4906346324554e-09,8.7866874105904e-09,9.34246302763617e-09,1.03711203825978e-08,1.10322127574238e-08,1.20167654296811e-08,1.33204841026341e-08,1.76338902323963e-08,2.03586816950754e-08,1.87004994625183e-08
246,"FIN","Finland",3.50119898202877e-09,3.43573854334281e-09,3.77712756191465e-09,4.48081686183169e-09,4.7681196990331e-09,4.97964670190383e-09,5.40056026022965e-09,5.24533244875322e-09,5.35873746940854e-09,5.82943188235141e-09,5.52751254158022e-09,5.39018860184612e-09,5.54697763019887e-09,5.597449627289e-09,5.5772402025337e-09,5.38512434795004e-09,5.04095183238855e-09,4.65601804676071e-09,4.49034848911298e-09,4.28690853932021e-09,4.19941599499466e-09,3.96412024728527e-09,3.6654533229904e-09
250,"FRA","France",5.24751613250553e-09,5.30750609594659e-09,5.52833728164095e-09,5.8408018288692e-09,5.48687022899715e-09,5.5871433995976e-09,5.82455888641707e-09,5.9764388178369e-09,6.21414200308524e-09,6.39797593023248e-09,6.60401263361953e-09,6.71223717023192e-09,6.6912844333776e-09,6.61755376732374e-09,6.55487714297879e-09,6.48273004035356e-09,6.37819220953385e-09,5.96712936643155e-09,5.33132544541896e-09,4.71782657019919e-09,4.66055072428856e-09,4.10068967895845e-09,3.77433767134507e-09
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",5.79837613937316e-09,7.84217258717937e-09,9.93570979549123e-09,1.20287329171409e-08,1.42887807034534e-08,1.66539936496729e-08,1.80737965077534e-08,1.73594372473793e-08,1.86862058685052e-08,1.93022423784887e-08,1.78962020845605e-08,1.68307424432189e-08,1.62941882904584e-08,1.58548997499568e-08,1.66089335439641e-08,1.77101018605175e-08,1.98115816341082e-08,2.21065355477148e-08,2.48032136282845e-08,2.63311512632267e-08,2.93653462830555e-08,3.18469308535509e-08,3.27087462666451e-08
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",6.03300117638805e-13,3.80111438152953e-09,6.3146233360416e-09,7.91956540209864e-09,9.71234686084114e-09,1.08241276029593e-08,1.17811162805278e-08,1.36212489449553e-08,1.68257846513308e-08,2.03738315926018e-08,4.42093426730901e-09,7.07098968581308e-09,9.87643915988718e-09,5.5904636702289e-09,5.90169824936626e-09,6.15448492566041e-09,6.39454723677446e-09,6.73081886921454e-09,6.79644206034178e-09,6.90428729299827e-09,7.9049609800666e-09,7.6261476653837e-09,7.27389818251815e-09
276,"DEU","Germany",6.26205920410365e-09,5.04384417326764e-09,4.55125670761459e-09,4.58334547406076e-09,4.53011265786959e-09,4.27648449689338e-09,4.11927476813127e-09,4.15505715374555e-09,3.78324110252136e-09,3.79481196608952e-09,3.85070348318009e-09,3.70526470335655e-09,3.71475411905718e-09,3.69856950058187e-09,3.66718664710128e-09,3.70899499850298e-09,3.67490267371724e-09,3.60177383415565e-09,3.38617924391629e-09,3.21674383341797e-09,3.24744086516249e-09,3.09650797637089e-09,3.04219840076674e-09
288,"GHA","Ghana",9.2382675454385e-09,7.3017845317292e-09,8.63643711282308e-09,8.11257788904494e-09,9.02907490295386e-09,1.014454050563e-08,1.05393958967088e-08,9.87908127679564e-09,9.36098392077544e-09,9.23553955067711e-09,8.51720928321006e-09,7.52360569686417e-09,6.9769250886001e-09,6.66699394528461e-09,7.08713630426047e-09,7.6527088202028e-09,8.41906630094963e-09,8.72584568636149e-09,9.35407950857349e-09,9.67265359486598e-09,1.05087661629458e-08,1.09271044380676e-08,1.12898210282978e-08
300,"GRC","Greece",4.98706103435583e-09,4.69767707291477e-09,6.01734844206958e-09,5.77100452619443e-09,7.07752441158387e-09,8.13793090769352e-09,8.54734515711457e-09,9.93648810357852e-09,1.00906054884415e-08,1.09981294253231e-08,1.26763448289071e-08,1.50289818017917e-08,1.74219853340326e-08,1.96096107097677e-08,2.00389580568979e-08,2.04380386570324e-08,2.13924795123381e-08,2.09988361499209e-08,1.97909774798582e-08,1.79814112359404e-08,1.8898512239656e-08,1.67606358361687e-08,1.60049716747135e-08
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",3.13994404458991e-09,5.1447820863217e-09,6.799751692985e-09,8.07617624235482e-09,9.64820925645887e-09,1.0395276955831e-08,1.46700398636981e-08,1.81681086025125e-08,2.21709243919712e-08,2.76512617953271e-08,3.30572138843127e-08,3.55924191758348e-08,4.27730167331701e-08,5.06718194744261e-08,4.68852112419203e-08,4.95295224788381e-08,5.17517978524477e-08,5.33897164821555e-08,5.48887754195841e-08,5.82251803650372e-08,7.18088979541589e-08,7.26974783775068e-08,7.25910847259417e-08
320,"GTM","Guatemala",4.3142302781293e-10,5.82441619295612e-10,7.0831660120417e-10,8.5628842893464e-10,9.93212989764315e-10,1.15496346596816e-09,1.15056838412708e-09,1.10240960216489e-09,1.10678728264427e-09,1.14087459056054e-09,1.09933277889886e-09,1.06456471108922e-09,1.05163616399399e-09,1.0485430766165e-09,1.09444687216441e-09,1.16209681918561e-09,1.29347397143817e-09,1.40421134401878e-09,1.53852594477196e-09,1.63186793956443e-09,1.82427101462055e-09,1.84622795004322e-09,1.89267861080129e-09
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",6.30600800980125e-09,8.3767653474568e-09,1.00546654949992e-08,1.23166114494549e-08,1.44293725195806e-08,1.67624232232987e-08,1.74117666577808e-08,1.66400792036728e-08,1.66318683053739e-08,1.73704008371816e-08,1.64678067408914e-08,1.56920422774069e-08,1.50969638204798e-08,1.49298437316448e-08,1.57460460845724e-08,1.67997017497895e-08,1.73141857844481e-08,1.75824109657069e-08,1.87225510485474e-08,1.955750476939e-08,2.04142365535763e-08,2.15231990952568e-08,2.18936264229029e-08
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",2.88747913866203e-09,3.89205972940676e-09,4.72376611221996e-09,5.61467275908877e-09,6.31731478211708e-09,7.1069795211384e-09,7.02874852727005e-09,6.74943273896294e-09,6.72543507938658e-09,7.1236708012193e-09,6.84273407440178e-09,6.61375394309287e-09,6.48860268964384e-09,6.49020235312898e-09,6.87993000152385e-09,7.33167200858475e-09,8.05651459000123e-09,8.61869483460974e-09,9.38292835669474e-09,1.00884553873938e-08,1.21429584313598e-08,1.18206286852735e-08,1.21049330979192e-08
344,"HKG","Hong Kong",6.11449085591677e-10,5.87497335197054e-10,5.53674400327216e-10,5.09803388845536e-10,4.40138540206524e-10,3.82981723873163e-10,3.76650242995788e-10,3.68519800545478e-10,3.7816202517022e-10,4.05452731730784e-10,3.96383759455055e-10,3.94043123767338e-10,4.00456997193859e-10,4.03543114468859e-10,4.07421435788264e-10,4.12302361922327e-10,4.17600443115053e-10,4.13629008825437e-10,4.15365490239842e-10,4.35840836384788e-10,4.80713025470916e-10,4.65102076730294e-10,4.93491830287151e-10
348,"HUN","Hungary",1.98805213297224e-09,2.02173853017767e-09,2.25423916073896e-09,2.71749623031869e-09,3.21908853926164e-09,3.64699515147557e-09,3.89534516587392e-09,4.32484771510913e-09,4.66761345548185e-09,5.20383196807914e-09,5.51616628882362e-09,5.93652735479264e-09,6.29602357923727e-09,6.62344902334576e-09,7.3880780339828e-09,7.19779348026207e-09,7.33171635597998e-09,7.16988778670232e-09,7.00222682562852e-09,7.02226533577961e-09,7.61860628725365e-09,7.41324110413965e-09,7.20589493499586e-09
352,"ISL","Iceland",1.60122081540616e-08,1.4159514655993e-08,1.6536671611633e-08,1.59493329746636e-08,1.50923566233396e-08,1.13490792341104e-08,1.29810300276491e-08,1.96244020251416e-08,1.93785046467991e-08,1.89268368755122e-08,2.20625212953054e-08,2.27685785197764e-08,2.09841098896038e-08,2.02551093780953e-08,1.79816189782935e-08,1.98264727777173e-08,1.80509065406346e-08,1.71671500001719e-08,1.48699655038591e-08,1.67139185213886e-08,1.81773416115996e-08,1.762494627254e-08,1.66054438288124e-08
356,"IND","India",4.11088109469641e-09,3.95671480293233e-09,4.08157413219739e-09,4.47215043548114e-09,4.28872626810536e-09,2.92669434478674e-09,2.93200678066991e-09,3.13880407672536e-09,3.82841298822877e-09,4.3173572244945e-09,4.70619248623241e-09,5.14440022482751e-09,5.51601446086041e-09,5.78440535242913e-09,5.95856885087664e-09,6.06213920784538e-09,6.09010769353297e-09,6.17378348520442e-09,6.19671837552911e-09,6.37003078941457e-09,7.19377670360418e-09,7.0223492104458e-09,6.9306745805706e-09
360,"IDN","Indonesia",2.25203294442724e-09,2.50961936101861e-09,2.87727038823712e-09,3.2805563223606e-09,3.5487081792911e-09,3.88528906996566e-09,3.87027935124234e-09,3.79222600597134e-09,3.72684871505986e-09,3.60967467660415e-09,3.40316707078161e-09,3.21480076307638e-09,3.08516383451279e-09,3.00252692260972e-09,3.09931480790559e-09,3.23357092702299e-09,3.45618858386105e-09,3.6625916496417e-09,3.87663620728936e-09,4.03546590559789e-09,4.50388638900787e-09,4.71268262261264e-09,4.73835896036277e-09
364,"IRN","Iran",4.60772716766307e-09,5.32441606919054e-09,6.01423243253814e-09,6.45670643541894e-09,6.72885329487972e-09,7.46156384593563e-09,7.44223469350837e-09,7.19166808701108e-09,7.49291966321607e-09,7.622701397873e-09,7.28404099116524e-09,7.20757392586277e-09,7.65714135346782e-09,8.0193130456676e-09,8.19767657348174e-09,8.98809825425432e-09,9.14210754181001e-09,9.67710339507009e-09,1.09381698581128e-08,1.2139099422549e-08,1.27003910690267e-08,1.30375757998649e-08,1.34264587354243e-08
368,"IRQ","Iraq",2.65450386836404e-09,3.29932179416964e-09,4.30187623320034e-09,8.0497915515297e-09,6.11441401770902e-09,6.96606465839171e-09,6.97325831228408e-09,6.98388354394992e-09,6.71104676970802e-09,6.74135345683919e-09,6.29659649057672e-09,5.92749814044714e-09,5.29821163348803e-09,5.07095491575099e-09,5.50492989061775e-09,5.82189753208865e-09,5.78707601470739e-09,6.57737316099811e-09,7.22197747535478e-09,7.5220316353155e-09,9.34804712705136e-09,1.00650570991185e-08,1.00165946372828e-08
372,"IRL","Ireland",4.15511461260827e-09,4.00733199343316e-09,3.74048770079005e-09,4.63758921408156e-09,4.40005218788175e-09,4.99844794931709e-09,4.68162775109599e-09,4.44556309828145e-09,4.81203520307561e-09,4.90416937434274e-09,4.65950814873325e-09,4.66151193533558e-09,4.54015889224317e-09,4.64996326904661e-09,4.53805243494536e-09,3.67848419063007e-09,3.83877481845203e-09,3.33488556222471e-09,2.30586457023505e-09,2.13791796010627e-09,1.7169876490007e-09,1.37628068239243e-09,1.12212264517802e-09
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",4.65392857737024e-09,5.05443588839754e-09,4.79991655151049e-09,4.24616036349343e-09,3.7680817104782e-09,3.81611941124944e-09,3.80597858564483e-09,4.07697717555027e-09,8.62993357811434e-09,5.20526441621625e-09,7.2172090471333e-09,9.15216695462789e-09,9.48550800911309e-09,1.11444149932237e-08,9.16425056751172e-09,1.36349168995634e-08,1.53506996265125e-08,1.31501057790057e-08,1.47324348376316e-08,1.50302800415953e-08,1.58069774837895e-08,1.50320272722111e-08,1.56565369535515e-08
380,"ITA","Italy",7.83167860573438e-09,6.52150992659389e-09,5.18802959798529e-09,4.98158418279874e-09,3.39887013777133e-09,3.51940127683369e-09,3.98204838412367e-09,3.92370010010435e-09,4.45703990885027e-09,4.78597284604655e-09,5.0216826400029e-09,5.33977987002499e-09,5.74666094117924e-09,6.14304451409474e-09,6.39070605419056e-09,6.54591075419634e-09,6.66427060861231e-09,6.71385111121042e-09,6.73098874031848e-09,6.81614078455061e-09,7.61765972568106e-09,7.28109698881217e-09,7.17822806486111e-09
388,"JAM","Jamaica",1.67695160524415e-09,1.83369077094434e-09,2.26965329806752e-09,2.35490394940927e-09,2.56917573345282e-09,2.74880446911051e-09,2.79652248945458e-09,3.38813072779026e-09,3.6255730230049e-09,3.8645908271362e-09,3.95944530103493e-09,3.817962183772e-09,3.76694231136118e-09,3.89595930906697e-09,4.20091979445804e-09,4.34513084135204e-09,4.46627807784862e-09,4.99278778492059e-09,5.07518452026834e-09,5.30783334674514e-09,6.2375791761711e-09,6.36818212518941e-09,6.35878525364791e-09
392,"JPN","Japan",6.33772653835099e-09,5.21067624891111e-09,5.05720667568016e-09,4.95946073497033e-09,4.95751002626308e-09,4.78782295006423e-09,4.78355812948312e-09,4.53461177167221e-09,4.1478430998409e-09,3.69367229130344e-09,3.85592043993361e-09,3.83449724929336e-09,3.8431791048005e-09,3.94610114968933e-09,4.03330255521143e-09,4.04919411468218e-09,4.23143648807179e-09,4.23772701307059e-09,4.22951793449272e-09,4.30347049688128e-09,4.57505087141732e-09,4.59542692026446e-09,4.759756735955e-09
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",7.24953624843828e-09,9.51412291430461e-09,1.13575924165367e-08,1.35191884354528e-08,1.48790734687525e-08,1.63788630903125e-08,1.60617235588719e-08,1.51278927272333e-08,1.46317184457039e-08,1.44293891429571e-08,1.39813527199729e-08,1.37271917681131e-08,1.36326808649102e-08,1.37362955546736e-08,1.44846423952596e-08,1.56193988062455e-08,1.75017254359117e-08,1.91124977857762e-08,2.12463210097181e-08,2.30373376893811e-08,2.57050423825227e-08,2.74852130285911e-08,2.86204556880399e-08
398,"KAZ","Kazakhstan",1.91577649489492e-09,1.80888520516995e-09,1.90452046418802e-09,2.11688587960028e-09,2.32564179381158e-09,2.68693239265146e-09,3.78689578044355e-09,3.16609590808888e-09,4.39224361152361e-09,4.37184168369116e-09,4.87157689944186e-09,4.64588057107629e-09,4.45932346245893e-09,3.88520412658695e-09,4.01359155830423e-09,3.82519484531824e-09,4.17818154993206e-09,4.03592091223846e-09,3.91980472951822e-09,3.77150662917754e-09,3.88923481828262e-09,3.74904861858705e-09,3.74998611512724e-09
404,"KEN","Kenya",1.50128159458721e-10,1.89098224019532e-10,2.32266137157703e-10,2.68586300060606e-10,2.96394692110213e-10,3.18437695124753e-10,3.58433234078653e-10,3.91000319085126e-10,4.45513483947089e-10,4.84897501764393e-10,4.99025615659359e-10,4.96181397558219e-10,5.19665701736651e-10,5.22689425163529e-10,5.3805851415728e-10,5.38223973804654e-10,5.36137499197866e-10,5.82637801227576e-10,5.69424577058149e-10,5.715787389605e-10,6.11636694705771e-10,6.00289240557732e-10,5.99081906120196e-10
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",1.76076705549507e-08,2.31607018640495e-08,2.76515064431719e-08,2.86341325499945e-08,3.06363397353037e-08,3.27557314857551e-08,3.20903816585549e-08,3.09632492342876e-08,3.14514491626352e-08,3.50116479350904e-08,3.58048310268487e-08,3.29712256294095e-08,3.16030468631907e-08,3.21091772465083e-08,3.47710074794831e-08,3.81319826527303e-08,4.19908206675824e-08,4.89636884099086e-08,5.39527456119198e-08,5.94870566541328e-08,7.15321889140713e-08,7.73086737306959e-08,7.57523517783852e-08
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",2.12978804737164e-09,2.27224209590194e-09,2.37886315391867e-09,2.40214062836039e-09,2.42998841399944e-09,2.41659508185454e-09,2.72720135620899e-09,2.89103996265931e-09,3.44925868372988e-09,4.30260408891427e-09,5.06615556889598e-09,4.98294148186526e-09,4.67562378284142e-09,4.86503519347997e-09,5.07014406621379e-09,5.03244595018326e-09,5.28702396247279e-09,4.99181457694516e-09,4.73113007764523e-09,4.52842838686772e-09,4.52715511261319e-09,4.30073211430198e-09,4.33093375108147e-09
422,"LBN","Lebanon",5.24992760218318e-09,6.98683685531757e-09,8.52086112537194e-09,1.02441067925442e-08,1.14677506190096e-08,1.33593401479231e-08,1.38650035757918e-08,1.29274442100149e-08,1.23236490547007e-08,1.15846218645232e-08,1.06248070430022e-08,1.06367153441331e-08,1.05721011711433e-08,1.04732581321403e-08,1.11656429728747e-08,1.23387117518799e-08,1.38192797283549e-08,1.53501070808333e-08,1.77059825482117e-08,2.09334836878363e-08,2.91937523842056e-08,3.44205588660538e-08,NA
426,"LSO","Lesotho",1.09744114870085e-09,1.06533579178644e-09,1.06607420925031e-09,1.02493562248046e-09,1.01577315595735e-09,9.86831442811062e-10,9.54102156603516e-10,9.20435426601132e-10,8.76707538818614e-10,8.94597884367795e-10,8.54113345268048e-10,8.22564016805887e-10,9.82786347842191e-10,1.08805049858708e-09,1.20880113110457e-09,1.57663848208037e-09,1.83931453310705e-09,2.27510377097076e-09,2.34566284934627e-09,2.58360865321852e-09,2.98982394569943e-09,3.17336635246033e-09,3.40174744695217e-09
430,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,"LBY","Libya",4.53336815634082e-09,6.02679285763583e-09,7.42269874899159e-09,7.99844379541346e-09,8.96408657803945e-09,9.45966804832162e-09,9.3525116092888e-09,9.04994493855071e-09,9.45874854086723e-09,1.02548299033298e-08,9.76397090335905e-09,1.99574508741665e-08,1.09467446999684e-08,1.37362946874016e-08,1.93576552306525e-08,2.13814132587115e-08,2.43645310304258e-08,2.03967636135307e-08,2.11156986390963e-08,2.60069545953969e-08,4.02150337484394e-08,3.33210775069665e-08,3.58146258081745e-08
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",4.64329518667163e-10,5.55993364675037e-10,6.60564844947972e-10,8.07528291842602e-10,1.05961523621924e-09,1.29378505772352e-09,1.59710481015929e-09,1.85669501624632e-09,2.27632924121728e-09,2.97452381317642e-09,3.5465066717032e-09,3.95493877591328e-09,4.33512670118037e-09,4.88425326916617e-09,5.3227788478893e-09,6.41508322818877e-09,7.93923121773592e-09,7.61318901700403e-09,5.82042419036108e-09,5.52462484122497e-09,5.03487234634022e-09,4.5236472048386e-09,4.90342919834461e-09
442,"LUX","Luxembourg",7.70912924851461e-10,9.2258300540282e-10,9.78358743581217e-10,9.70297458615696e-10,9.47127552594554e-10,9.06370514448012e-10,9.1653159266714e-10,9.30752843468627e-10,9.83783538700791e-10,1.04535429612765e-09,1.05232236879452e-09,1.09778710739611e-09,1.12531728937125e-09,1.11351307990951e-09,1.17071319321477e-09,1.14938365800195e-09,1.07714769397562e-09,1.07335260781796e-09,1.01287651821417e-09,9.8427881930441e-10,9.76577025809235e-10,9.18362444432328e-10,8.93717053741647e-10
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",3.83441968093584e-09,5.00447719573002e-09,7.19464353752238e-09,8.13392635406589e-09,9.22926930640483e-09,1.05583354548512e-08,1.05482683096732e-08,1.01667154287681e-08,9.90945396438175e-09,1.06569155689508e-08,1.05304601331846e-08,1.04267511836896e-08,1.03255665810358e-08,1.03777014342519e-08,1.09778197326108e-08,1.17915466487157e-08,1.29292794893686e-08,1.39456090606124e-08,1.53078100756147e-08,1.61729994418857e-08,1.90689067815623e-08,1.97602295003541e-08,2.02962054136507e-08
454,"MWI","Malawi",3.38184837203458e-09,4.91027817943065e-09,6.09095848417762e-09,7.1441771347473e-09,8.0729554580657e-09,9.39525419338707e-09,9.45299971269455e-09,8.81249974211013e-09,8.47735235908792e-09,8.09362653638567e-09,7.52289743671795e-09,7.21705650528791e-09,7.22320091640596e-09,7.03044485162942e-09,7.28792659908498e-09,7.86802988578322e-09,8.75558203761684e-09,9.4183245486839e-09,1.02373238488753e-08,1.06862167485135e-08,1.16061140614611e-08,1.23742912212148e-08,1.30962906896214e-08
458,"MYS","Malaysia",1.86356819911212e-09,2.6947247828906e-09,3.09382902625583e-09,2.70701402443304e-09,3.03300679499535e-09,3.28775246077921e-09,3.27666439103625e-09,3.36969387832206e-09,3.54312596769138e-09,3.85719522792073e-09,3.84953616044255e-09,3.77075322924682e-09,3.74605499680305e-09,3.78596543758953e-09,4.08964782567999e-09,4.89104207554901e-09,5.65238227020003e-09,2.86990068555206e-09,2.8293405135579e-09,3.38168485902049e-09,3.96460705548885e-09,4.25288292316158e-09,3.40279975120652e-09
462,"MDV","Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",3.28882989484437e-09,3.94014708922223e-09,4.81218539298009e-09,5.49092302093214e-09,6.42829642689059e-09,7.23279430527834e-09,7.29241039987511e-09,7.19380698619065e-09,7.11255370404718e-09,7.02155001547494e-09,6.63535558126912e-09,6.45969760344523e-09,6.63887797071374e-09,6.67274457303267e-09,6.80034471333457e-09,7.10182097862398e-09,7.67125076077624e-09,8.15027712130368e-09,8.81382546984034e-09,9.29008109363558e-09,1.02936771182968e-08,1.09359688049311e-08,1.12529528770575e-08
470,"MLT","Malta",7.6108485754584e-10,1.19714575083238e-09,1.51644920603594e-09,1.65135674925175e-09,2.76900091327179e-09,3.7957978247261e-09,6.81488678996435e-09,8.02115684368902e-09,8.94946518501749e-09,1.06767584381314e-08,1.10689264150159e-08,1.2987599633255e-08,1.43659442506218e-08,1.48164323119271e-08,1.45681650920085e-08,1.41922292882494e-08,1.43273084743695e-08,1.34072832222297e-08,1.22615111466354e-08,1.11557361018732e-08,1.21124403040972e-08,1.08334533076522e-08,1.04556789797182e-08
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",7.13485536171831e-09,9.95451019653974e-09,1.2384152998227e-08,1.4311720222006e-08,1.63505941998177e-08,1.80434628327395e-08,1.6047305162466e-08,1.66832892967198e-08,1.74309098724941e-08,1.79796593762767e-08,1.73980584295523e-08,1.68187691790704e-08,1.64368797968361e-08,1.62141847519899e-08,1.69489247981615e-08,1.78549203829158e-08,2.01098953900457e-08,2.12087239885575e-08,2.29475513197598e-08,2.40305713644479e-08,2.65585890900727e-08,2.84150343891047e-08,2.8756856785423e-08
480,"MUS","Mauritius",5.80983921106294e-09,9.38050826607276e-09,6.2001152584108e-09,3.31912623826602e-09,2.87923069777932e-09,4.47043157913703e-10,2.52006224837092e-08,2.6355615139522e-08,2.73996643048858e-08,2.88350051132747e-08,2.98432220943777e-08,3.08046056094171e-08,3.18226268186622e-08,3.27797022900812e-08,3.42090882148818e-08,3.43790112147286e-08,3.4547734150766e-08,3.74873636351049e-08,3.70730117639339e-08,3.8032981637932e-08,4.76589258995395e-08,4.87367084656035e-08,4.65777769520163e-08
484,"MEX","Mexico",1.55456198987957e-09,1.37219693210304e-09,1.85892402419453e-09,1.96773740064976e-09,1.99658555573837e-09,2.8159559152439e-09,3.63877038993285e-09,4.48502233549421e-09,5.10142114305579e-09,5.64506549326312e-09,5.91215968429979e-09,5.94088459726527e-09,5.50281879634826e-09,5.83649864706048e-09,6.42261953770683e-09,5.91973972502703e-09,6.18297511556745e-09,6.62395311438533e-09,6.87932968240563e-09,7.37118079106838e-09,8.53073942414242e-09,8.68375910098874e-09,8.66646635503528e-09
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",1.00430481047434e-09,1.16549763724701e-09,1.27828542318147e-09,1.59138477343426e-09,1.84173560286746e-09,2.10636603363438e-09,2.42205789646848e-09,3.03043869093688e-09,3.56192454235394e-09,4.32173316425008e-09,4.76439062209336e-09,4.93309904269849e-09,5.55312137798408e-09,5.7426710398014e-09,5.9507974235107e-09,6.28162316929461e-09,6.29957378368531e-09,6.77525292503534e-09,6.75329636765852e-09,6.90352478513939e-09,8.00681780934457e-09,7.4776214911981e-09,8.27930239258677e-09
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
