"code","iso","country","CDG.raw.2000","CDG.raw.2001","CDG.raw.2002","CDG.raw.2003","CDG.raw.2004","CDG.raw.2005","CDG.raw.2006","CDG.raw.2007","CDG.raw.2008","CDG.raw.2009","CDG.raw.2010","CDG.raw.2011","CDG.raw.2012","CDG.raw.2013","CDG.raw.2014","CDG.raw.2015","CDG.raw.2016","CDG.raw.2017","CDG.raw.2018","CDG.raw.2019","CDG.raw.2020","CDG.raw.2021","CDG.raw.2022"
208,"DNK","Denmark",2.07955914041553e-07,2.12297615250155e-07,2.10017893505307e-07,2.28373369573536e-07,2.02098411427722e-07,1.84706303906021e-07,2.05224342510464e-07,1.86999651120389e-07,1.76098675540237e-07,1.76496116305075e-07,1.74454258245518e-07,1.5481915163332e-07,1.39190248290104e-07,1.44482389710992e-07,1.27909773724472e-07,1.16796022686084e-07,1.1894284681694e-07,1.08622195599538e-07,1.06332249405039e-07,9.36921018570885e-08,8.74117604581318e-08,8.72187330281438e-08,8.2452658252579e-08
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56340138967256e-07,1.01858498848802e-07,1.05300918917606e-07,8.65688782830485e-08,8.45987438486069e-08,8.96308847364578e-08,8.76047353494921e-08,7.37975586949941e-08,8.37445242251532e-08,8.09835082644378e-08
212,"DMA","Dominica",1.53735879799758e-07,1.64822244387448e-07,1.58311131816327e-07,1.70119107613219e-07,2.01194831214389e-07,2.10134323126961e-07,1.90985006955569e-07,2.16412774706227e-07,1.9772792723255e-07,2.21814413866101e-07,2.03051411292485e-07,1.81856739317544e-07,1.96932016950397e-07,1.90080171732676e-07,1.89893956529605e-07,2.08241681540719e-07,1.98419691379182e-07,1.89879315258665e-07,1.92106062667991e-07,1.94501775332669e-07,2.13379991594812e-07,1.92361790196908e-07,1.83251465832331e-07
214,"DOM","Dominican Republic",2.40489239447471e-07,2.36606888793539e-07,2.47771416879874e-07,2.55897236391912e-07,2.02594138120248e-07,1.91625799427729e-07,1.8698332738555e-07,1.82098328334637e-07,1.79426424751358e-07,1.72926252884393e-07,1.65850729088135e-07,1.66793017074565e-07,1.6189944493735e-07,1.54462081991806e-07,1.47909673309787e-07,1.49076198134269e-07,1.46609905782162e-07,1.36505742219717e-07,1.36836890708577e-07,1.43498338667776e-07,1.27416779857003e-07,1.14856942172739e-07,1.08858833055645e-07
218,"ECU","Ecuador",2.01834873579345e-07,2.17043120963134e-07,2.21142571083206e-07,2.34743540899549e-07,2.34452466763812e-07,2.32803729396357e-07,2.16425029105029e-07,2.4452464967774e-07,2.03317605544594e-07,2.24075005482626e-07,2.3369536809541e-07,2.28518836057094e-07,2.11480193202472e-07,2.13612080330294e-07,2.26970934859357e-07,2.14014433295334e-07,2.06599741036562e-07,2.00882247841917e-07,1.94553114731682e-07,2.02811338059859e-07,1.80657579101777e-07,2.09246457074627e-07,2.12881588988471e-07
818,"EGY","Egypt",2.56100143274138e-07,2.19531522880706e-07,2.16923523581857e-07,2.44006324350156e-07,2.38567339751236e-07,2.51765495358846e-07,2.51015841006193e-07,2.46973745302519e-07,2.41372127675709e-07,2.40799719447238e-07,2.25828356472807e-07,2.36418845071393e-07,2.2787586858774e-07,2.20587255793522e-07,2.30031483593613e-07,2.18045488331102e-07,2.22838118711388e-07,2.32412831355811e-07,2.06905110881987e-07,2.0585254688302e-07,1.76673911400103e-07,1.8550704690168e-07,1.82548291446044e-07
222,"SLV","El Salvador",1.46435199384719e-07,1.49930096163418e-07,1.5296310777909e-07,1.59661110302483e-07,1.5380125710546e-07,1.508009037268e-07,1.54157176549461e-07,1.54222947097532e-07,1.41280756389994e-07,1.42212341633373e-07,1.39412688108084e-07,1.38142375132384e-07,1.33781247595198e-07,1.23224890599623e-07,1.22281551123955e-07,1.29444926467921e-07,1.2487688955036e-07,1.10538679120665e-07,1.13230624549625e-07,1.33229350150944e-07,1.26326189391478e-07,1.29014048623098e-07,1.2955233770404e-07
226,"GNQ","Equatorial Guinea",3.98416465833027e-07,2.79581951174007e-07,2.0883282815173e-07,2.07944283561208e-07,2.95144188776082e-07,2.55712507020443e-07,2.36410745355731e-07,1.8988834014658e-07,1.67328680235735e-07,1.36205946590527e-07,1.95340478489332e-07,1.74563664052831e-07,1.82484381210745e-07,2.2608788685432e-07,2.10759069008965e-07,2.12579571151964e-07,2.50527714010492e-07,2.76256715478168e-07,2.25165356103329e-07,1.83887548867284e-07,2.28751119988449e-07,2.35295619434209e-07,2.0571177810092e-07
232,"ERI","Eritrea",1.51520819140033e-07,1.44372787803159e-07,1.34404805380292e-07,1.633235751996e-07,1.74253456301755e-07,1.69863905496631e-07,1.22451095764895e-07,1.2389803246641e-07,1.11747579373515e-07,1.21019118610373e-07,1.09176310797391e-07,1.00902266601305e-07,1.04246437265662e-07,1.09008843717978e-07,8.31956326649951e-08,1.02090003504895e-07,9.56017333414319e-08,1.06161065136685e-07,1.05040817842216e-07,1.05232023742937e-07,NA,NA,NA
233,"EST","Estonia",6.23817149379507e-07,6.03705103690241e-07,5.47201759298253e-07,5.71188996703302e-07,5.3677983224756e-07,4.8356794000445e-07,4.23748214245633e-07,4.77659727703284e-07,4.49980957842158e-07,4.26377979319144e-07,5.47800881322429e-07,5.10193891711705e-07,4.63354139026289e-07,5.05227198424623e-07,4.69698696837967e-07,3.87570826240881e-07,4.15251774501036e-07,4.20553554370439e-07,3.86761197092926e-07,2.56899949837151e-07,1.93656423972256e-07,2.02208274208484e-07,2.02720872228047e-07
748,"SWZ","Eswatini",2.15550833151739e-07,1.93263641456064e-07,1.82676751935402e-07,1.63334901145624e-07,1.57047520915728e-07,1.50330587465096e-07,1.41831789980383e-07,1.39240162670799e-07,1.35673967326232e-07,1.38371255787834e-07,1.25471681984194e-07,1.24067479506334e-07,1.36549219150607e-07,1.57437616814738e-07,8.57577336189812e-08,9.46748636492452e-08,1.13838278423218e-07,1.04216093633337e-07,1.06712695097039e-07,1.12758965479028e-07,1.11550812652736e-07,1.07145984771894e-07,1.15286078328596e-07
231,"ETH","Ethiopia",7.18491058495302e-08,8.17015418592034e-08,8.36360308728978e-08,9.39428315210569e-08,8.76129054259317e-08,7.52780420322224e-08,7.28807178531568e-08,7.18006799384764e-08,7.12235131127762e-08,6.58269101496982e-08,5.74300473546381e-08,6.0342253381118e-08,6.08378396795655e-08,6.6362440274303e-08,7.39450912642427e-08,7.07735626784118e-08,7.34773595843059e-08,7.24505457269193e-08,6.95912514230055e-08,6.69753121201956e-08,6.74475740687973e-08,6.78225513966943e-08,6.492183177634e-08
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",1.04923790039352e-07,1.31548216806312e-07,1.07613877647261e-07,1.25596748901563e-07,1.54229688024836e-07,1.23619559641726e-07,1.34867799805369e-07,1.28977249405871e-07,9.47120174312032e-08,8.42105578179663e-08,1.20384680694965e-07,1.07210404064104e-07,1.02572648678924e-07,1.11805054152582e-07,1.19792902776193e-07,1.20897417603708e-07,1.12626532116608e-07,1.15571368157384e-07,1.15271634956028e-07,1.15777012515137e-07,1.03123821974393e-07,1.13354590521598e-07,9.65525943839071e-08
246,"FIN","Finland",2.76076561501328e-07,2.95029889146335e-07,3.01803628691021e-07,3.30506871349765e-07,3.01568260487746e-07,2.42798209746588e-07,2.79728564812244e-07,2.59391403169455e-07,2.25996078556977e-07,2.34460589075351e-07,2.60447449394854e-07,2.24477575023059e-07,2.05583853531994e-07,2.09762396721196e-07,1.93855913287921e-07,1.78907597322196e-07,1.86074134513042e-07,1.70417893327912e-07,1.72557677653057e-07,1.58257752285478e-07,1.4405905688284e-07,1.40585486938069e-07,1.31241374771586e-07
250,"FRA","France",1.67964935728003e-07,1.66524616579425e-07,1.62817954208293e-07,1.63882847265492e-07,1.59839251434849e-07,1.58169799272346e-07,1.50737278150338e-07,1.43506311936073e-07,1.4069515660215e-07,1.37990076238067e-07,1.37394079449378e-07,1.26421805762597e-07,1.26865523845081e-07,1.26861494001643e-07,1.14626038907877e-07,1.14891453727298e-07,1.14534865084932e-07,1.1293828471759e-07,1.05994170133369e-07,1.01934051559498e-07,9.86561556060179e-08,1.00639372863386e-07,9.51689345511587e-08
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",3.0113166012351e-07,3.11763294288352e-07,3.01462488115994e-07,3.1822220500688e-07,2.99190138939723e-07,2.83942875333112e-07,2.60193917771701e-07,2.23088039602233e-07,2.463505486141e-07,2.42624967425227e-07,2.49268416541761e-07,2.32436007260611e-07,2.13332521027593e-07,2.12599524113246e-07,2.19024788403092e-07,2.14360351066533e-07,2.11465125518082e-07,1.89736036964026e-07,1.75189653801653e-07,1.67103424886707e-07,1.86005587698877e-07,1.81817268359839e-07,1.71212402873823e-07
270,"GMB","Gambia",9.18498862301589e-08,9.49173365287675e-08,9.69093624595241e-08,9.06796695073739e-08,9.09824213572045e-08,9.42445736251414e-08,1.02309714383586e-07,9.92881288893633e-08,9.73768762919744e-08,9.40580410212369e-08,1.01000518422319e-07,1.14677803928738e-07,1.09866809476985e-07,1.01546332419532e-07,1.22529579455129e-07,1.35669804238643e-07,1.34757519393061e-07,1.29356177071998e-07,1.31798149311869e-07,1.35995044651214e-07,1.33104730933782e-07,1.38095535820057e-07,1.3395144074148e-07
268,"GEO","Georgia",2.24387177379548e-07,1.77210149677125e-07,1.51022830654236e-07,1.51549479011681e-07,1.63990550289443e-07,1.75635457520688e-07,1.95062252603076e-07,1.80906319681646e-07,1.47400721788301e-07,1.76812171381819e-07,1.68376372242531e-07,1.9709185588176e-07,1.95973132792624e-07,1.83581339256023e-07,1.96109444858855e-07,2.07765749765748e-07,2.08343864748696e-07,2.00790121155106e-07,1.89444403511188e-07,1.95231557882582e-07,2.03385327554574e-07,1.92501257200371e-07,1.75410200391009e-07
276,"DEU","Germany",2.54715077029141e-07,2.55046342259995e-07,2.50970956219161e-07,2.53028331957653e-07,2.46135897194163e-07,2.38785294283438e-07,2.33203483135966e-07,2.19425678943715e-07,2.18011278402855e-07,2.13671175837288e-07,2.16245512528428e-07,2.02190769967187e-07,2.02644955557995e-07,2.06972040379655e-07,1.93010237252614e-07,1.9097368835074e-07,1.87664533825671e-07,1.79173624811644e-07,1.70395053926438e-07,1.58042950383861e-07,1.50136691135698e-07,1.53423804531434e-07,1.47803034185973e-07
288,"GHA","Ghana",9.81621356308113e-08,1.06038540282269e-07,1.10220845907236e-07,1.08026130726678e-07,9.87172865851725e-08,8.83394645059014e-08,1.15759295273739e-07,1.16907337590122e-07,9.92660510634849e-08,7.81156114568553e-08,9.42639272769775e-08,9.55289829968938e-08,1.06930891655988e-07,9.93454878677477e-08,1.01537332945011e-07,1.09299580728423e-07,1.01009295994446e-07,8.34842540989748e-08,9.60269988843535e-08,9.74291472501154e-08,1.13165492064052e-07,1.17486480607776e-07,1.12935892877176e-07
300,"GRC","Greece",3.27091379882796e-07,3.21400002964244e-07,3.08207150025178e-07,3.0260797141296e-07,2.89136090548214e-07,2.98974364751858e-07,2.79328096224868e-07,2.75588839210661e-07,2.68150295100864e-07,2.63147507853432e-07,2.59809426601656e-07,2.80695140980559e-07,2.9215419218695e-07,2.67954049477696e-07,2.56643748621249e-07,2.45019812458697e-07,2.34499041079895e-07,2.4328563579256e-07,2.29501488524435e-07,2.0636095267451e-07,1.91812208499602e-07,1.83051359352808e-07,1.79155885227949e-07
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",1.595326023807e-07,1.65959389187207e-07,1.69526154480369e-07,1.63165932277317e-07,1.55878595911595e-07,1.44981251045401e-07,1.6125307818177e-07,1.56772345825159e-07,1.64857777090606e-07,1.76532358637561e-07,1.8258250209598e-07,1.76092623216396e-07,1.91059384925285e-07,2.09373754945743e-07,1.50402113479964e-07,1.56749490215753e-07,1.55355296017844e-07,1.54865770942572e-07,1.64014055762504e-07,1.74548504337951e-07,1.7765398603606e-07,1.93376308242988e-07,1.88634992626811e-07
320,"GTM","Guatemala",1.29622868595576e-07,1.32745575547455e-07,1.33938815561217e-07,1.2726116414059e-07,1.32038359424862e-07,1.38472924428648e-07,1.32169419833212e-07,1.23969112229005e-07,1.07646581343767e-07,1.12533973461846e-07,1.06087352964996e-07,1.03127981944059e-07,1.03173030619669e-07,1.10111480975268e-07,1.13782133427727e-07,1.26106373011812e-07,1.30321308354411e-07,1.29370690410031e-07,1.33633581831854e-07,1.3542215706165e-07,1.22586045746982e-07,1.28862848360555e-07,1.20686517002797e-07
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",1.06137943934538e-07,1.07172061207318e-07,1.05975651997006e-07,1.09630480935981e-07,1.11048450910693e-07,1.11627460977018e-07,1.14302444186112e-07,1.11362201900041e-07,1.08535441770049e-07,1.16011410229246e-07,1.30284056570919e-07,1.28819351823824e-07,1.13550922561103e-07,9.5193044475112e-08,9.41902378360194e-08,1.02692513028209e-07,1.03627762043757e-07,1.11011709824682e-07,1.01895534487333e-07,1.19631854487445e-07,1.30842810021751e-07,1.36226331020004e-07,1.32420687643767e-07
624,"GNB","Guinea-Bissau",7.08170818917145e-08,7.10326699850364e-08,7.34891729461807e-08,9.22121021051751e-08,9.31203761508359e-08,9.4181781424454e-08,9.36430519330595e-08,9.68321437038205e-08,9.23370461278524e-08,9.22091571073897e-08,8.95220877709113e-08,8.41000470958181e-08,8.68619602709193e-08,8.41229960543897e-08,8.82936188821888e-08,8.90491317659668e-08,9.15193466778321e-08,8.64048887021723e-08,8.73653926024279e-08,8.65539493345121e-08,8.16280492739295e-08,8.50685047319187e-08,8.36507235524604e-08
328,"GUY","Guyana",3.00984627947819e-07,2.93659598762507e-07,2.8549059981367e-07,3.11249280101072e-07,3.17942887465178e-07,2.7248480105764e-07,2.41597356941405e-07,2.65871601979616e-07,2.50532970232605e-07,2.7033899645235e-07,2.56606190147335e-07,2.53403971273393e-07,2.4070365083956e-07,2.25708673211157e-07,2.29741584394752e-07,2.31796164436801e-07,2.64683553925337e-07,2.50012184965978e-07,2.57503551940372e-07,2.69108713458991e-07,2.1700160220717e-07,2.02031851370123e-07,1.2706828532857e-07
332,"HTI","Haiti",6.53374426516596e-08,5.90285578280993e-08,7.0878430791707e-08,6.52311154182028e-08,6.42286968998958e-08,6.50431661254672e-08,6.49395230345817e-08,6.27413407701837e-08,6.07110323499089e-08,6.14911411999878e-08,7.37523339444705e-08,7.4643350527738e-08,7.39853645804247e-08,8.47646920824004e-08,8.23353087725876e-08,7.98785173920319e-08,8.78590252354087e-08,9.03007217105777e-08,9.6485986914519e-08,8.90027311750766e-08,7.4808809457719e-08,7.35360409338265e-08,7.54503289119054e-08
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",1.86261220555622e-07,2.0414917539898e-07,2.0650087707509e-07,2.22154273936827e-07,2.24988957463778e-07,2.01556786546213e-07,2.13026646230781e-07,2.14116448593344e-07,2.13336501086908e-07,2.05776919419324e-07,1.9754054320785e-07,2.10791139045111e-07,2.10611772622129e-07,2.08150969302784e-07,2.04483554130996e-07,2.14923480394149e-07,1.94362070810446e-07,1.9509304099178e-07,1.81071401436497e-07,2.00674302003534e-07,1.87176651456006e-07,1.89179958321163e-07,1.87361577666598e-07
344,"HKG","Hong Kong",1.66424817003635e-07,1.55303478245881e-07,1.59575746227918e-07,1.69420722193038e-07,1.49969633535115e-07,1.46912294502469e-07,1.31560189753005e-07,1.28458448316753e-07,1.23524992600317e-07,1.23054607684273e-07,1.1105093862301e-07,1.14113080166192e-07,1.11145179842459e-07,1.11748379925468e-07,1.11652503977053e-07,1.01637141558077e-07,1.01739157733489e-07,9.59058109943233e-08,9.36234435703931e-08,9.36503403085941e-08,8.01119557654676e-08,7.36423366491079e-08,7.11579989583534e-08
348,"HUN","Hungary",2.95210538841493e-07,2.91426020098245e-07,2.73499104935303e-07,2.75133145097839e-07,2.55204786202486e-07,2.45301957148056e-07,2.33290098276008e-07,2.28442932262819e-07,2.21138046279315e-07,2.12870786446574e-07,2.12831918816896e-07,2.01573677098808e-07,1.90175333962355e-07,1.74243076405765e-07,1.67635784163913e-07,1.72442166195947e-07,1.70393786426821e-07,1.71732063778333e-07,1.62840926651654e-07,1.54585407587054e-07,1.55444095458532e-07,1.48766766906393e-07,1.29921739229999e-07
352,"ISL","Iceland",2.51159578756216e-07,2.35889821030767e-07,2.4497733675301e-07,2.39316702732908e-07,2.31202459349956e-07,2.08660253145288e-07,2.07949846191407e-07,2.12352698280679e-07,2.26646253740066e-07,2.40195724713665e-07,2.40330325842046e-07,2.27991380243844e-07,2.25373177930905e-07,2.14870373908248e-07,2.08678609048658e-07,2.05436650210804e-07,1.90626308484466e-07,1.89057892257457e-07,1.83078143126626e-07,1.7442962625232e-07,1.7646608583444e-07,1.77771421935987e-07,1.6855252389042e-07
356,"IND","India",3.58794193557793e-07,3.46989720744141e-07,3.44628009152573e-07,3.31239219690817e-07,3.2602905820446e-07,3.18358356218163e-07,3.21150310073623e-07,3.21382612894309e-07,3.33460928668372e-07,3.34640089440276e-07,3.20889093868765e-07,3.20791058854786e-07,3.31943359244675e-07,3.23262078242508e-07,3.24077314750898e-07,3.12077182772575e-07,3.0381611581096e-07,2.93177017882249e-07,2.94293943786844e-07,2.85491891085358e-07,2.80969455535423e-07,2.84535153361904e-07,2.81367907094312e-07
360,"IDN","Indonesia",2.33787908746962e-07,2.54190926127036e-07,2.36692647558598e-07,2.48500299803889e-07,2.39151920939723e-07,2.29302668514472e-07,2.16731556238652e-07,2.28038036887383e-07,2.02823914530442e-07,2.1146123938557e-07,2.22456394509864e-07,2.3534059622535e-07,2.28707342962342e-07,2.05370794980538e-07,1.9511284538416e-07,2.05586944372941e-07,1.96075408249928e-07,1.92439559873279e-07,1.95179222353955e-07,2.03620834118049e-07,1.93566345662802e-07,1.89715788531536e-07,2.13192006190808e-07
364,"IRN","Iran",5.04085866822145e-07,5.21844371201491e-07,4.91903835451741e-07,4.68516049493582e-07,4.82799554718476e-07,4.93877261301148e-07,5.05044162070959e-07,4.73073775016717e-07,4.90661467172176e-07,4.98826980070254e-07,4.8585439894551e-07,4.84746871825591e-07,5.23251134933362e-07,5.39996289596662e-07,5.44223626475856e-07,5.51137256590889e-07,5.08290657577234e-07,5.34895115137543e-07,5.67040163494856e-07,5.69772004878306e-07,5.38978540688407e-07,5.21560839998997e-07,5.09493728009872e-07
368,"IRQ","Iraq",3.85067464140424e-07,4.37783903682596e-07,4.77908789644296e-07,7.91434083061605e-07,5.74770475739908e-07,5.71416304931007e-07,4.67559404038188e-07,2.84412505058791e-07,4.04117722166013e-07,4.36171349966555e-07,4.44032343128786e-07,4.47061803502341e-07,4.25839353705016e-07,4.18287257130337e-07,4.0553295082212e-07,4.01277290597491e-07,3.94645288121447e-07,4.47673955586642e-07,4.52922732055307e-07,4.42927353971248e-07,4.24487004235253e-07,4.40735337323698e-07,4.37507233362043e-07
372,"IRL","Ireland",2.44493158750139e-07,2.44275977158154e-07,2.23274100438106e-07,2.14872342351045e-07,2.03339601046581e-07,2.00588556035456e-07,1.88869742477483e-07,1.7957094182362e-07,1.86812775556963e-07,1.75299507062433e-07,1.7082093786564e-07,1.54261051091823e-07,1.54962114585532e-07,1.49447685475151e-07,1.35968947428628e-07,1.14859323137795e-07,1.17401591848237e-07,1.04257264221565e-07,9.59037039055505e-08,8.70222417644464e-08,7.71190384965024e-08,7.25780941259832e-08,6.69544879983412e-08
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",3.10536934249922e-07,3.27724887495024e-07,3.08721874527523e-07,3.20462794406982e-07,2.87526849783907e-07,2.6597147280625e-07,2.76976140432098e-07,2.63952355929774e-07,2.76728493640967e-07,2.57684582988487e-07,2.60762350394864e-07,2.48138532846277e-07,2.63707170845209e-07,2.13078876876768e-07,1.95901570168432e-07,1.99574413265911e-07,1.85545229580743e-07,1.71188850341713e-07,1.67691953189868e-07,1.57439997839379e-07,1.52319923255602e-07,1.38106177694315e-07,1.32721289626688e-07
380,"ITA","Italy",1.91926753879946e-07,1.88274564494649e-07,1.90760654453537e-07,1.97671586731832e-07,1.97107589422856e-07,1.95787293195621e-07,1.90270846691818e-07,1.85113131225122e-07,1.82501370143497e-07,1.70908560571097e-07,1.72609190651623e-07,1.66765740937935e-07,1.63602019253293e-07,1.52649930281192e-07,1.44358497022912e-07,1.48075016258691e-07,1.44923254498655e-07,1.40402356133291e-07,1.3770063804888e-07,1.33346638792458e-07,1.30525058131566e-07,1.35657651537143e-07,1.31185920956938e-07
388,"JAM","Jamaica",4.1577070739408e-07,4.20692433093445e-07,3.97874891148566e-07,4.0127636952896e-07,3.92587249065916e-07,3.83306940019487e-07,4.14014413344401e-07,3.78978146214523e-07,3.83160331900386e-07,2.94815810858109e-07,2.895031391658e-07,3.06015414506398e-07,2.95120498640256e-07,3.15099278606679e-07,2.83652506495299e-07,2.92069779013548e-07,2.94033513386497e-07,2.78082076745001e-07,2.83035469046426e-07,2.71407723556716e-07,2.488334304167e-07,2.43256354928449e-07,2.2918454805009e-07
392,"JPN","Japan",2.74292203265239e-07,2.70082133760036e-07,2.76371406450857e-07,2.74003297009456e-07,2.67181847944153e-07,2.63973681410882e-07,2.55752509100902e-07,2.5911662461058e-07,2.4806804242039e-07,2.48320932136709e-07,2.49139128927133e-07,2.59316829903446e-07,2.64144451448177e-07,2.60798027637978e-07,2.49920806334024e-07,2.38117671690078e-07,2.32333796645532e-07,2.25531121500905e-07,2.15567366480875e-07,2.09398878049903e-07,2.05935892834895e-07,2.05946720659046e-07,2.02250869030989e-07
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",3.39059789340265e-07,3.30759168212795e-07,3.28918227323532e-07,3.26579277468333e-07,3.30717427659911e-07,3.34731438878606e-07,3.11027547725807e-07,3.00267631172521e-07,2.7066062866212e-07,2.65409852651035e-07,2.50634898612139e-07,2.51394104245665e-07,2.75132679250717e-07,2.68175295714765e-07,2.82056656682126e-07,2.71478955518987e-07,2.57299633302851e-07,2.62425980567643e-07,2.50786134540354e-07,2.42417619584427e-07,2.10509983971871e-07,2.20927584995836e-07,2.17863264566678e-07
398,"KAZ","Kazakhstan",9.37489464309702e-07,7.99415132706537e-07,8.26471893588663e-07,8.44136898226978e-07,8.16189400093746e-07,7.98661587316115e-07,7.95517542915946e-07,7.50936624977653e-07,7.27224008262714e-07,7.11373766313178e-07,7.34584296649972e-07,6.56987047921565e-07,6.46196184539022e-07,6.3144447026347e-07,6.51412274005336e-07,6.5394704601056e-07,6.4459067016474e-07,6.54391075629579e-07,6.57957618563614e-07,5.64270196069185e-07,5.37106439460569e-07,5.14270572560054e-07,5.29643112232087e-07
404,"KEN","Kenya",1.02134639954269e-07,8.77214696102979e-08,7.42000716808336e-08,6.11850813691993e-08,6.5969651622969e-08,7.02117593070037e-08,7.37335028062947e-08,7.08679546425415e-08,7.36484713964618e-08,8.59893767094155e-08,7.84202636610244e-08,8.24776882726975e-08,7.33498567408685e-08,7.60469349611044e-08,7.81881940412174e-08,8.71333267788963e-08,8.91980837324263e-08,8.38875904252545e-08,8.44630951607786e-08,8.44536873045857e-08,9.40225023130831e-08,9.72292482220918e-08,9.4229974426729e-08
296,"KIR","Kiribati",1.99890231964522e-07,2.028736682625e-07,1.95470303455793e-07,2.10788237463602e-07,2.14279624388355e-07,2.41291680911291e-07,2.41410685087487e-07,2.36596079636124e-07,2.41650037343176e-07,2.39725473567403e-07,2.98389475415175e-07,2.74894901612203e-07,2.44034605297363e-07,2.34284674096188e-07,2.70721805542637e-07,2.31011959285364e-07,2.32121958959947e-07,2.7802914082338e-07,2.64503398837379e-07,2.7034877781721e-07,2.7490521789278e-07,2.65938114166888e-07,2.58894717429702e-07
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,5.9911001564161e-07,6.28271189273926e-07,6.16823643354675e-07,5.7597638953074e-07,5.35784106160226e-07,5.1649961720026e-07,4.4729414136641e-07,4.90866583557317e-07,4.93164677561971e-07,4.29212694107859e-07,4.1621873151203e-07,4.14358490092415e-07,4.40955098266119e-07,3.8106396433096e-07,3.64914334555357e-07
414,"KWT","Kuwait",4.88120255289852e-07,5.24005955210849e-07,5.16726856741127e-07,4.57677666099734e-07,4.37105023326813e-07,4.4814187165081e-07,4.25895658706546e-07,4.07691649127584e-07,4.34551104657896e-07,4.92252745741614e-07,5.16441571646765e-07,4.55773872787735e-07,4.9478731647966e-07,4.02437992065116e-07,3.61692763362428e-07,4.45319975494277e-07,5.04103886861422e-07,5.00851740217494e-07,4.99526100667628e-07,5.18220080120117e-07,5.1018851339836e-07,5.3231035840805e-07,5.20213813895831e-07
417,"KGZ","Kyrgyzstan",3.0336428775834e-07,2.42801709589913e-07,3.09619709533187e-07,3.16242989816912e-07,3.19260978406092e-07,3.0390388495763e-07,2.91636614731881e-07,3.20920728013933e-07,3.39559079961177e-07,2.95992756654077e-07,2.81720161235352e-07,3.18783357572954e-07,4.22340273816277e-07,3.67455492618977e-07,3.71479432234656e-07,3.58610692262772e-07,3.2217415003598e-07,2.99251510850796e-07,3.44206182401693e-07,2.664670987925e-07,2.68469847282034e-07,2.85735108902299e-07,2.67436730272438e-07
418,"LAO","Laos",6.30491618899229e-08,6.597042497868e-08,6.8325131326701e-08,6.74668863872516e-08,6.66301711580068e-08,6.48536180716691e-08,7.84777619756014e-08,7.61761794305382e-08,8.20401381856712e-08,9.55113669770934e-08,9.91275760508573e-08,9.68087727874636e-08,9.60580210383976e-08,1.11509227257548e-07,1.08206299936655e-07,2.09223478978078e-07,3.48616333534938e-07,3.90058813344201e-07,3.83426932017404e-07,3.45477415649212e-07,3.46221603013245e-07,4.0105171668257e-07,3.8757934619308e-07
428,"LVA","Latvia",2.30295936292682e-07,2.29286559926141e-07,2.14793210484733e-07,2.03522914413483e-07,1.88078121481892e-07,1.71615609160822e-07,1.63060655036196e-07,1.54164881279686e-07,1.51231326553228e-07,1.60418984533736e-07,1.92632504130927e-07,1.71481601108121e-07,1.54225579162136e-07,1.48155490213018e-07,1.41514372772818e-07,1.37935611750518e-07,1.33782793411656e-07,1.29577139810121e-07,1.35769762771631e-07,1.28793331259454e-07,1.20493121360835e-07,1.19767060466677e-07,1.06918170759626e-07
422,"LBN","Lebanon",2.81933216236986e-07,2.88015774152132e-07,2.7571849891716e-07,3.04676308236435e-07,2.6524437064279e-07,2.49927599657511e-07,2.18652814527347e-07,1.85880509279705e-07,2.15946222933583e-07,2.35713929775564e-07,2.0829408408616e-07,2.09265787604929e-07,2.24853807419695e-07,2.14928557142359e-07,2.27022387831077e-07,2.42390245867577e-07,2.45236886530888e-07,2.55750099649539e-07,2.45074987696091e-07,2.58260398862445e-07,2.85274773500761e-07,3.23165537686632e-07,NA
