"code","iso","country","CHP.raw.2000","CHP.raw.2001","CHP.raw.2002","CHP.raw.2003","CHP.raw.2004","CHP.raw.2005","CHP.raw.2006","CHP.raw.2007","CHP.raw.2008","CHP.raw.2009","CHP.raw.2010","CHP.raw.2011","CHP.raw.2012","CHP.raw.2013","CHP.raw.2014","CHP.raw.2015","CHP.raw.2016","CHP.raw.2017","CHP.raw.2018","CHP.raw.2019","CHP.raw.2020","CHP.raw.2021","CHP.raw.2022"
214,"DOM","Dominican Republic",3.30180190570171e-05,3.41444958149922e-05,3.49057958515769e-05,3.396917347956e-05,3.60494771332969e-05,3.50254365413287e-05,3.53289600102023e-05,3.8182528653382e-05,3.87485051897795e-05,3.95934478440798e-05,4.00992046138636e-05,4.02878226673426e-05,4.00762365662362e-05,4.00706858713223e-05,4.01668333800974e-05,4.01697817147154e-05,4.0465094012002e-05,4.07617220005477e-05,4.12427403720262e-05,4.11693491989713e-05,4.12739880054518e-05,4.14647657874847e-05,4.15003498586361e-05
218,"ECU","Ecuador",5.63893086187653e-05,5.83861098354827e-05,5.76101695031961e-05,5.75888582550245e-05,5.99944157907076e-05,5.9186586039286e-05,5.81766329663351e-05,5.66944537317475e-05,5.55984884109228e-05,5.75197354417753e-05,5.87741421793866e-05,5.81451512981463e-05,5.7479122000599e-05,5.78134348373582e-05,5.54580983048371e-05,5.27911319789413e-05,5.22519272840525e-05,5.09674105632743e-05,4.84847145619638e-05,4.84324603574546e-05,4.69622502536445e-05,4.57923386551897e-05,4.59974445864119e-05
818,"EGY","Egypt",2.83026649439031e-05,2.85501489061841e-05,2.91691135005021e-05,2.93562727548961e-05,2.9539838839153e-05,3.18683543573841e-05,3.23702180599276e-05,3.21094621294132e-05,3.23216293612448e-05,3.13446391731453e-05,2.9110942754099e-05,2.9035856861701e-05,2.87153573325914e-05,2.68800248110125e-05,2.58388947631402e-05,2.43543540504396e-05,2.42523778604652e-05,2.49534858182561e-05,2.50624718258054e-05,2.41434584989239e-05,2.27050384546117e-05,2.33383595922827e-05,2.28849233521299e-05
222,"SLV","El Salvador",2.43350571504621e-05,2.60516908966875e-05,2.69493576653871e-05,2.65478693758546e-05,2.68405003268079e-05,2.71621349239303e-05,2.80059312916733e-05,2.72992097623298e-05,2.60378085459713e-05,2.54465959678145e-05,2.43701621548065e-05,2.24852782528743e-05,2.35340364654214e-05,2.13397412912031e-05,2.27070472045692e-05,2.24680656568234e-05,2.15982375838132e-05,2.13830219444061e-05,2.03940448114523e-05,1.91076200073978e-05,1.97052758174471e-05,1.94800042507586e-05,1.89382222564513e-05
226,"GNQ","Equatorial Guinea",0.00046716897063697,0.000485214175483476,0.000362013751218316,0.000382432906452099,0.000446539320267924,0.00040590892375157,0.000440680437101979,0.000455305254770693,0.000446244161890146,0.000376550035163833,0.000371851142597147,0.000347723372951665,0.000348514957658784,0.000314323589302065,0.000302659932997885,0.000296219746052816,0.000259484590689864,0.000229545307280515,0.000179083690668541,0.00015260480956272,0.000147865134466423,0.000144389666105015,0.000124782973154346
232,"ERI","Eritrea",6.05964360937448e-05,5.64598381674193e-05,5.45649251950205e-05,5.4270197747033e-05,5.32003445355646e-05,5.26179737348026e-05,5.10400184994026e-05,5.29703010900263e-05,5.22327157119668e-05,5.12340266572586e-05,4.95595710809737e-05,5.08172853593219e-05,5.07287102363773e-05,5.06618346804224e-05,5.08511550584111e-05,5.11975128188393e-05,5.1407205388426e-05,5.12226764554968e-05,5.07927441258917e-05,5.03027022268663e-05,5.00581011443619e-05,4.97194716919426e-05,4.91309521741396e-05
233,"EST","Estonia",6.90057516723515e-05,7.0383217528807e-05,7.17004386123899e-05,7.26625423135287e-05,7.41257201570585e-05,7.3148677824731e-05,7.12795420289425e-05,7.53349046752394e-05,7.77808524482271e-05,7.71815978089418e-05,7.88599110009576e-05,7.9099679909962e-05,9.22358576725113e-05,9.25647023475774e-05,9.73720945270036e-05,9.73082855724502e-05,8.35999665600134e-05,8.7294213380457e-05,8.39651521925117e-05,8.36537548477728e-05,8.1232202250132e-05,7.88920846444446e-05,6.94543594136684e-05
748,"SWZ","Eswatini",5.37605192062851e-05,5.14693738020887e-05,5.38632615442007e-05,5.45902566780979e-05,5.55470066543813e-05,5.49498734007161e-05,5.22391868130848e-05,5.42431421170323e-05,5.20245533871012e-05,4.8406866102955e-05,4.3094043203142e-05,3.91723683722479e-05,3.95881393934377e-05,4.11331650450363e-05,4.1656859392556e-05,4.08312285702191e-05,4.01742107824431e-05,3.89094920053153e-05,3.91234958136136e-05,3.61658086905669e-05,3.4557089073438e-05,3.45559021396981e-05,3.42856191799745e-05
231,"ETH","Ethiopia",3.19251140655235e-05,3.24548632540417e-05,3.47528953066215e-05,3.33475297229676e-05,3.30672785255277e-05,3.35614045912518e-05,3.43827820062604e-05,3.63431542577255e-05,3.67485346966328e-05,3.70004997372792e-05,3.75401493297834e-05,3.62674265937756e-05,3.65267680861498e-05,3.65661346544716e-05,3.67931728232673e-05,3.64978124001708e-05,3.64695818804225e-05,3.63223147943191e-05,3.59940630672496e-05,3.72413063324925e-05,3.79722280680965e-05,3.59152919880815e-05,3.61485066241409e-05
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",4.62457462922323e-05,4.64745875528931e-05,4.47116159601643e-05,4.42732545269403e-05,4.39601520259746e-05,4.38895765684523e-05,4.37105005984715e-05,4.34515094627732e-05,4.36028195746551e-05,4.30449653476935e-05,4.29754001738902e-05,4.27145774504461e-05,4.28073264190354e-05,4.33519841743363e-05,2.82886976276814e-05,2.8020061055386e-05,2.84198869520052e-05,2.97055882413748e-05,3.02504037014307e-05,3.32075800384337e-05,3.09640577908829e-05,2.8985193757368e-05,2.9684888455805e-05
246,"FIN","Finland",0.000144120919383278,0.000144371404207549,0.000138637902795025,0.000143103394696427,0.000162006911784846,0.000145250868455324,0.000159505744865244,0.000128008289340332,0.000126849122379102,0.000123808947622072,0.000126040580592137,0.000123045013317813,0.000133912797094776,0.000127229925066722,0.000121211854885607,0.000113330867185531,9.48082389633474e-05,9.56752951138064e-05,9.37354105003603e-05,9.18211114664828e-05,8.91574584011735e-05,8.04906391732781e-05,7.46821957645297e-05
250,"FRA","France",5.16808634818983e-05,5.11419184164247e-05,4.9961684723531e-05,4.88048440220464e-05,4.79688896411629e-05,4.71356048803826e-05,4.63381518937602e-05,4.60530046041765e-05,4.57966179647837e-05,4.463526509355e-05,4.42620458812068e-05,4.28255155584104e-05,4.21624522023154e-05,4.19455922360253e-05,4.12978198609596e-05,4.05507135333591e-05,4.0593829303547e-05,4.00283687621239e-05,3.94391015623837e-05,3.90085469061165e-05,3.8015693233177e-05,3.76208403522019e-05,3.67823121688056e-05
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0.000536555283655489,0.000535745719774375,0.000506075892005342,0.000544835381363003,0.00049255174263113,0.00044433686494285,0.000366048289090297,0.000299398492941551,0.000313754314121819,0.000292100230898278,0.000283442570736454,0.000272496473906911,0.000260793105044087,0.000242347649543219,0.000234384334381538,0.000237612009167288,0.000229124065408689,0.000207923035769771,0.000185217964135233,0.00020510213863567,0.000192360286891628,0.00017341689806717,0.00016450452743249
270,"GMB","Gambia",2.31645889259352e-05,2.10213397014699e-05,2.03649530981991e-05,2.13885716073416e-05,2.24534416722232e-05,2.25853545719985e-05,2.27897719503487e-05,2.2154443099061e-05,2.41686267056734e-05,2.93378641076524e-05,3.04035307326012e-05,2.34709830588546e-05,2.48421408103002e-05,2.54603930877621e-05,2.5536553131791e-05,2.72065608199782e-05,2.43396573286967e-05,2.35597278998413e-05,2.19639447735628e-05,2.3077999253054e-05,2.28050171037628e-05,2.23491959592654e-05,2.19512844088231e-05
268,"GEO","Georgia",2.99230022287731e-05,3.03907982641374e-05,3.11674079398972e-05,3.21377743857383e-05,3.20827837671299e-05,3.20310039618508e-05,3.14404871523088e-05,3.13458671898922e-05,2.85829434143469e-05,2.85757804792814e-05,2.90490784179872e-05,2.95492462147016e-05,3.13767641384504e-05,3.25472850184578e-05,3.30697254997696e-05,3.03333229537892e-05,3.03151840171911e-05,3.00428862200792e-05,2.92495818517347e-05,2.82245849037179e-05,2.79365925308296e-05,2.85821372427945e-05,2.85521731705464e-05
276,"DEU","Germany",4.48842271571031e-05,4.29872886951627e-05,4.18240143670945e-05,4.07104082556055e-05,3.95073649726733e-05,3.88022605517958e-05,3.75107201450084e-05,3.68315743886214e-05,3.64145228083216e-05,3.50417479693215e-05,3.47286208958933e-05,3.47555352331872e-05,3.44416742866281e-05,3.40998123828323e-05,3.34640200043219e-05,3.28083142046375e-05,3.1937371082464e-05,3.18182360400635e-05,3.11196630411133e-05,2.96053954605686e-05,2.84989800070757e-05,2.84869197800406e-05,2.74738962008371e-05
288,"GHA","Ghana",1.94757296304971e-05,1.75285905423747e-05,1.71015716777933e-05,1.74875058100246e-05,1.70269533476086e-05,1.8091340466537e-05,1.76201261843474e-05,1.70404313759895e-05,1.9156389599363e-05,1.80355213199501e-05,1.78301079280676e-05,2.09112887798992e-05,2.02913298833357e-05,2.16162432371585e-05,2.16694652550517e-05,2.18905245859859e-05,2.10798407257312e-05,2.34264397549065e-05,2.33555241046015e-05,2.48078423236383e-05,2.54502732890122e-05,2.41220495299383e-05,2.42562777307953e-05
300,"GRC","Greece",4.7289383635171e-05,4.49267234093638e-05,4.56795996192266e-05,4.62112706086253e-05,4.71924551222116e-05,4.7782378841635e-05,4.81835351688084e-05,4.83324709215473e-05,4.79335278417518e-05,4.64571180542895e-05,4.5048524274186e-05,4.43047703540573e-05,4.41828441818664e-05,4.16772645779457e-05,4.05787037270805e-05,3.93683214207195e-05,3.74908210127885e-05,3.73790793755908e-05,3.60574168242975e-05,3.50694515044515e-05,3.3462325300724e-05,3.32668591320489e-05,3.32180921061037e-05
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",1.62893737433912e-05,1.62133115920546e-05,1.62615147231385e-05,1.64612837962111e-05,1.63446437050294e-05,1.65073376022639e-05,1.6398169171442e-05,1.63795032445737e-05,1.64476608759046e-05,1.6335685083312e-05,1.60471417672901e-05,1.60114168363529e-05,1.59603837393885e-05,1.5904912565736e-05,1.59359848099549e-05,1.59690704320054e-05,1.59211776670057e-05,1.59608339328983e-05,1.6004858911013e-05,1.57263452951338e-05,1.56877966732167e-05,1.57290747131049e-05,1.58644111034934e-05
320,"GTM","Guatemala",3.25287121969124e-05,3.2683138238303e-05,3.39163934558483e-05,3.31847697371654e-05,3.327522522281e-05,3.39813158368687e-05,3.38294737208561e-05,3.49483865754566e-05,3.5445767647971e-05,3.62137942413639e-05,3.66066941020515e-05,3.64287059580216e-05,3.6666359535168e-05,3.68918306929529e-05,3.74355266152874e-05,3.78996672473452e-05,3.84136914483415e-05,3.8788076495557e-05,3.88451668354035e-05,3.90266794330483e-05,3.92684140240912e-05,3.93343068915225e-05,3.94633309609246e-05
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",4.07822173219589e-05,4.15595265623984e-05,4.39507145779974e-05,4.38883780611004e-05,4.35217389412098e-05,4.62795102993245e-05,4.62991493067185e-05,4.64016125555431e-05,4.67290436343948e-05,4.7099569587768e-05,5.31607886023269e-05,5.46177555009104e-05,5.62626127430461e-05,5.61714921988561e-05,5.60292552123751e-05,5.53070798739171e-05,5.81678713031657e-05,5.75126325598783e-05,5.66314378236196e-05,5.63772317055301e-05,5.60387297292201e-05,5.49072687912553e-05,5.51252761585129e-05
624,"GNB","Guinea-Bissau",4.16785487090618e-05,4.48551750465253e-05,4.48790443641409e-05,4.44646118695431e-05,4.2909884046803e-05,4.21826858194422e-05,4.38444201964371e-05,4.31553897359111e-05,4.13858620251795e-05,4.24961825463136e-05,4.30698944628068e-05,4.19510794478865e-05,4.34436143634996e-05,4.25267986568129e-05,4.06697837273828e-05,4.17011614276555e-05,4.06638787017212e-05,4.0216488121773e-05,4.01567828858337e-05,3.9635475425244e-05,3.92394589220906e-05,3.83360969291816e-05,3.78995481499986e-05
328,"GUY","Guyana",7.52255118562521e-05,7.79143179404298e-05,7.18115853393887e-05,8.08612578593198e-05,7.53526979685018e-05,7.12114770260718e-05,6.94914203808974e-05,7.15115641204937e-05,7.58469800437579e-05,7.86680474617242e-05,8.15582165223576e-05,8.54574526692017e-05,8.72351693491369e-05,9.47258569479008e-05,0.000101981720508844,0.000104366575677025,8.83956647920462e-05,9.5643378595798e-05,9.06412871062769e-05,9.28947997691402e-05,9.59606222764118e-05,8.2528863351343e-05,8.44538199587994e-05
332,"HTI","Haiti",3.31330795522848e-05,3.34832128094319e-05,3.33658679408965e-05,3.33626675154856e-05,3.33649910187916e-05,3.35824581042373e-05,3.35625225548785e-05,3.38611497548092e-05,3.39416831753792e-05,3.41190372100987e-05,3.44411391787769e-05,3.48592650099776e-05,3.5019897534154e-05,3.48886865734885e-05,3.45730326503879e-05,3.44574378225474e-05,3.47214152448854e-05,3.44270741138503e-05,3.41432642286378e-05,3.41384451040362e-05,3.35196489263409e-05,3.32821754557671e-05,3.30600027829099e-05
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",3.09461484438669e-05,3.11500921121386e-05,3.27639621487917e-05,3.61016795473294e-05,3.52140956065405e-05,3.60890900829957e-05,3.49894127976037e-05,3.49550543620501e-05,3.5054038144965e-05,3.57604446473017e-05,3.54990389818497e-05,3.5604506533137e-05,3.52578549098326e-05,3.54884692048809e-05,3.54957785221179e-05,3.53972589180381e-05,3.50921772138037e-05,3.40714016081286e-05,3.46170930832189e-05,3.42409735120464e-05,3.46777532728241e-05,3.39548828143052e-05,3.38354008392713e-05
344,"HKG","Hong Kong",2.46061515378845e-05,2.45744157991153e-05,2.44658293916164e-05,2.45141736494919e-05,2.47659762659394e-05,2.4951564609875e-05,2.50834901051465e-05,2.51579601810216e-05,2.51516283882837e-05,2.52409362092703e-05,2.53409640955554e-05,2.54539283896148e-05,2.53143312680942e-05,2.54913705442338e-05,2.54512760218549e-05,2.53727044559955e-05,2.56249488864051e-05,2.56992912405995e-05,2.57628210289027e-05,2.57062560769323e-05,2.60660339526801e-05,2.65745774372395e-05,2.70892037952111e-05
348,"HUN","Hungary",3.91735516632062e-05,3.80856054472624e-05,3.77020158667408e-05,3.74152775956923e-05,3.66077624682576e-05,3.78702823864028e-05,3.783000723834e-05,3.68942041293664e-05,3.55641874808481e-05,3.49209041520955e-05,3.38999220301793e-05,3.35949830957065e-05,3.34665206773704e-05,3.26490774058074e-05,3.11154913794886e-05,3.04784259477876e-05,2.96514487483879e-05,2.97303852506231e-05,2.97681034055938e-05,2.95768938346095e-05,2.9640572672274e-05,2.9042550529146e-05,2.93282236132475e-05
352,"ISL","Iceland",7.75235148734909e-05,7.6850734117515e-05,7.51244248286224e-05,7.42605890419002e-05,7.39538610078268e-05,7.9532510598718e-05,7.83456557663061e-05,7.44625536804401e-05,7.24605719974544e-05,7.03298911456551e-05,7.0745595693637e-05,6.80220930742851e-05,6.48548871899126e-05,6.33177252566684e-05,6.47553652263689e-05,6.68047095808836e-05,6.55856951636512e-05,6.37740244612697e-05,6.29392636106158e-05,5.71328727573267e-05,5.81231938831478e-05,5.6909696123698e-05,5.49882168106834e-05
356,"IND","India",2.52917594375245e-05,2.50238443176114e-05,2.4401057848135e-05,2.44313858279507e-05,2.43781249670439e-05,2.45098312410386e-05,2.4565544107849e-05,2.47122824395272e-05,2.48604746053873e-05,2.45987349745043e-05,2.45040031077524e-05,2.441116627145e-05,2.41665821653613e-05,2.31579718735557e-05,2.31019932293428e-05,2.30559923353717e-05,2.30084893706083e-05,2.296566180155e-05,2.30824862595328e-05,2.28470281926905e-05,2.28446677738529e-05,2.31605835751498e-05,2.33563551940028e-05
360,"IDN","Indonesia",3.90989178377162e-05,3.87817488318276e-05,3.84344386526663e-05,3.83718637125896e-05,3.84617776347596e-05,3.85917897020707e-05,3.97761101981516e-05,3.98112412374766e-05,4.02208079487815e-05,4.14969959971873e-05,4.22103169366565e-05,4.7349309376126e-05,4.83569246186882e-05,4.73791590403001e-05,4.8003791409695e-05,4.63155998234913e-05,4.62096299020331e-05,4.87714782217656e-05,5.20468952411288e-05,5.30449118508187e-05,5.03939612290933e-05,5.04103712895168e-05,5.37202470729189e-05
364,"IRN","Iran",7.55213455895984e-05,7.00414013673611e-05,7.05510678557646e-05,8.28493111271084e-05,8.13765388889936e-05,8.49213410379217e-05,8.83890960966253e-05,8.49011257253204e-05,8.37443329705231e-05,8.49000544046545e-05,8.69001592130322e-05,8.64519668745928e-05,7.97936476781452e-05,7.87673265176399e-05,7.87877472096882e-05,7.89819486022891e-05,9.03893971628605e-05,9.27754919716302e-05,9.0986005885101e-05,8.10958784094146e-05,7.74428348440013e-05,8.12070211272008e-05,8.2438769168849e-05
368,"IRQ","Iraq",9.78526897187032e-05,9.63593358411146e-05,8.45542181642799e-05,7.97965984704987e-05,8.97377747357869e-05,8.29306319411719e-05,8.51045957969331e-05,8.16443678103891e-05,8.52203275739337e-05,9.21125265112397e-05,9.85131077607059e-05,0.000104082823242565,0.000110735604216422,0.000105969821147743,0.000107493265751002,0.000113883714610272,0.000136699772388419,0.000136038413007675,0.000135252656396662,0.00013738008715335,0.000118429445094135,0.000115772665853073,0.00012315680004653
372,"IRL","Ireland",0.000191055652119982,0.00018958973866878,0.000184641349438332,0.00018491082619108,0.000171242047809207,0.000162984138614404,0.000159818756638153,0.000148444785132425,0.000141885233778753,0.000137805583882259,0.00013354809211529,0.000132530320404604,0.000135665946955919,0.000137116182823884,0.00013762039100508,0.000138878343634363,0.000145520767727195,0.000146441269146572,0.000131489305399526,0.000129500601904206,0.000127974145210939,0.000129342074023005,0.000126007767268175
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",3.48227063126093e-05,3.47880105606461e-05,3.43987823439878e-05,3.4381212909398e-05,3.65692465854017e-05,3.57859193951025e-05,3.74271658845712e-05,3.81610283979332e-05,3.84468038528897e-05,3.67372020946885e-05,3.7908599611732e-05,3.96610780602127e-05,3.69129637823146e-05,4.15658539611638e-05,4.2966515330404e-05,4.3555566162695e-05,4.44652468991341e-05,4.49886954425992e-05,4.48056918989508e-05,4.36271261320963e-05,4.9375481546592e-05,5.33919933366792e-05,5.49703683538207e-05
380,"ITA","Italy",3.86357315749533e-05,3.65078167096979e-05,3.69792625378146e-05,3.59428524697878e-05,3.43241531767689e-05,3.39833971956694e-05,3.33654495850723e-05,3.31974008146368e-05,3.24682328514906e-05,3.21514216893322e-05,3.18839803697924e-05,2.9976701198423e-05,3.02319206522261e-05,2.90533836500307e-05,2.78010184055902e-05,2.73338398107234e-05,2.73803151170777e-05,2.75865673503989e-05,2.79700558209493e-05,2.81270023223696e-05,2.87690621745027e-05,2.85909235693897e-05,2.83739290349685e-05
388,"JAM","Jamaica",1.90260718435192e-05,1.89685020025482e-05,1.89140958910548e-05,1.9501876065389e-05,1.86184508848269e-05,1.80435083902314e-05,1.48717681788776e-05,1.4326854411394e-05,1.41994480287294e-05,1.39215347041086e-05,1.36435328922534e-05,1.38738730209248e-05,1.38777317481558e-05,1.38471740766477e-05,1.3754501187448e-05,1.35626215581269e-05,1.35940585757637e-05,1.35665594635476e-05,1.36209983871742e-05,1.32562221614892e-05,1.30830836083499e-05,1.30848624055989e-05,1.31217025532853e-05
392,"JPN","Japan",1.21409931963136e-05,1.17185349471879e-05,1.13774569422104e-05,1.11182448832584e-05,1.10362317139033e-05,1.08786676371377e-05,1.07935614059787e-05,1.07030413824892e-05,1.03855133801332e-05,1.00744257967777e-05,1.00726165378309e-05,9.85660979559269e-06,9.6373081352984e-06,9.57275687551493e-06,9.27119016939564e-06,9.04507593931147e-06,8.97100947464509e-06,8.97835743313486e-06,8.67432635970066e-06,8.6075509543326e-06,8.47450915167787e-06,8.43401149442783e-06,8.39160912933227e-06
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",1.97184669673156e-05,1.97547697116772e-05,1.99032059705069e-05,2.00143918302735e-05,2.02442944077125e-05,2.06039093892896e-05,2.0245087356729e-05,2.02364826089059e-05,2.18608135569609e-05,2.13848757015161e-05,2.19296410550581e-05,2.30661689625006e-05,2.3849593371366e-05,2.33923782953038e-05,2.18294562755991e-05,2.11707175061611e-05,2.10744856621242e-05,2.08509109939218e-05,2.07459656506083e-05,2.13110342646847e-05,2.15029736782557e-05,2.16176883999484e-05,2.17971695400682e-05
398,"KAZ","Kazakhstan",8.26411520955982e-05,8.48008878518353e-05,9.75842973540253e-05,9.79273015883875e-05,0.000105908325753228,0.000108932253315155,0.000116278424113793,0.000114955949913305,0.000124231964402725,0.000120550640527808,0.000128661712332997,0.000125021123738178,0.000127440955830989,0.000125032644966987,0.000123783243971279,0.000108876538907174,0.000110149148128406,0.000124738216063887,0.000122562081524357,0.000119371234438461,0.000115698370828314,0.000111573145564852,0.000109061413399224
404,"KEN","Kenya",3.43580168889749e-05,3.39618978323599e-05,3.41673595980064e-05,3.46490885423993e-05,3.56405450979937e-05,3.43163143943547e-05,3.33105368296326e-05,4.39048581198736e-05,4.33818499781623e-05,4.13730460402229e-05,4.07053392278197e-05,4.05768536867144e-05,3.97934345681358e-05,3.88459033913992e-05,3.86194207291988e-05,3.86327110891334e-05,4.00879680348565e-05,3.79994033276486e-05,3.84358960520409e-05,4.16082368607763e-05,4.48199488398558e-05,4.11277190374589e-05,4.14603773816095e-05
296,"KIR","Kiribati",7.98189719226353e-06,7.93098496647557e-06,8.0952380952381e-06,8.00619286971644e-06,7.92941469903558e-06,7.92551240780734e-06,7.94340697221306e-06,7.96094041059629e-06,7.94490506511744e-06,7.93426167025171e-06,7.97259132367239e-06,7.97298650235276e-06,8.09009299575337e-06,8.15454810212601e-06,8.21846327781885e-06,8.33711773929584e-06,8.42101710360889e-06,8.47443545304997e-06,8.424599831508e-06,8.45131639313914e-06,8.38189826273297e-06,8.45787358194826e-06,8.45830285296269e-06
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",0.000505969039242835,0.000462927165791189,0.000455707924921997,0.000537709623479543,0.000524731817926418,0.000541289422981002,0.000516203500959842,0.000458757867198773,0.000422493238222058,0.000368442703582479,0.000349940679958524,0.000365796442231994,0.000365279263361341,0.000342792768334066,0.000329648360903279,0.000324912638155028,0.000323609805624141,0.000303037355536032,0.000296489494890768,0.000292720272004684,0.000293548088222209,0.00030116839218901,0.000325612872530994
417,"KGZ","Kyrgyzstan",3.18471337579618e-05,3.195082000364e-05,3.22600036067085e-05,3.21218249955386e-05,3.17354594785198e-05,3.19606399876031e-05,3.04691093055343e-05,3.07493736238706e-05,3.19626976516818e-05,3.34367395463749e-05,3.39580388773656e-05,3.46353316650346e-05,3.45983735197603e-05,3.7240366459193e-05,4.02707565761289e-05,4.01215397270392e-05,4.04638539353565e-05,4.11409764125069e-05,4.23862845574745e-05,4.12007062978222e-05,4.13380142555358e-05,4.10950715801429e-05,4.14504725647847e-05
418,"LAO","Laos",4.60332842741278e-05,4.67416114659709e-05,4.69131754850653e-05,4.72836924872541e-05,4.83689185836679e-05,4.71555466711772e-05,4.6917621569191e-05,4.8002531885268e-05,4.88928937601422e-05,5.02413349748713e-05,5.20288236520186e-05,5.01844747002452e-05,5.2851499730442e-05,5.22668512115759e-05,5.26044115374626e-05,5.34813012133183e-05,5.55768140497025e-05,5.45876723030582e-05,5.30611796809179e-05,5.36601713825453e-05,5.53324118551264e-05,5.54877895213464e-05,5.59135929131845e-05
428,"LVA","Latvia",3.0706848852189e-05,3.15766503934245e-05,3.24651010984892e-05,3.35670937584e-05,3.45540364151822e-05,3.64481134751266e-05,3.85420380939587e-05,4.03576744344585e-05,3.76609431218717e-05,3.84746662532819e-05,3.79966198740915e-05,4.01998534744471e-05,4.20288066915759e-05,4.23819974391933e-05,4.26827005159039e-05,4.26795689768079e-05,4.27141717660856e-05,4.28369600586537e-05,4.22380127585781e-05,4.20101764949927e-05,4.15691239280823e-05,4.15497031026962e-05,4.109634863721e-05
422,"LBN","Lebanon",1.80760174066724e-05,1.84543880433792e-05,1.90030013497753e-05,1.95790851861134e-05,2.00446052578945e-05,2.04176398069887e-05,2.04455043619901e-05,2.03135057992252e-05,2.03166658244014e-05,2.06013368651834e-05,2.10176548300572e-05,2.21999517943904e-05,2.29803506415284e-05,2.21875868903762e-05,2.11974418990868e-05,2.14097959974621e-05,2.23691520445645e-05,2.34071208717532e-05,2.40302249817211e-05,2.57700443815509e-05,2.70178492626511e-05,2.78938481727116e-05,2.85988095244601e-05
426,"LSO","Lesotho",3.22721063928791e-05,3.20084342224176e-05,2.99869739388666e-05,3.09077133811333e-05,3.03719582710448e-05,3.27193358632241e-05,3.17688361881444e-05,3.23675991257723e-05,3.1578725763328e-05,3.17544218530148e-05,3.13929522574993e-05,3.1653691924677e-05,3.15371744443763e-05,2.99430214678445e-05,2.94476723929742e-05,2.88880780506778e-05,2.83132575079109e-05,2.95768438190616e-05,2.74338187557239e-05,2.57896160402426e-05,2.26698016946897e-05,2.48525720878001e-05,2.45465288996346e-05
430,"LBR","Liberia",1.78224551882687e-05,1.77083277435834e-05,1.7806971772519e-05,1.81837452875414e-05,1.86072013392061e-05,1.85530006570089e-05,1.88690329938933e-05,1.83057416715757e-05,1.83145004065925e-05,1.97691921212087e-05,1.9054934929636e-05,1.90139076569843e-05,1.90916352320315e-05,1.91538298737857e-05,1.96707614598227e-05,2.03151162894061e-05,1.99740889318686e-05,1.99723514274915e-05,2.01865631118477e-05,2.08613783473736e-05,2.08350368269104e-05,2.09881126410825e-05,2.07442235352268e-05
434,"LBY","Libya",0.000263832280267479,0.000236925682668185,0.000223853288404807,0.000250782975119623,0.000240876452709183,0.000255225003965409,0.000244418183440534,0.000227974356001146,0.000227989024415698,0.000205968657230577,0.000215650429421619,9.27582023137192e-05,0.000207841059512391,0.000161564627271073,0.000111844276032985,0.000100286891566615,9.69406239474222e-05,0.000134989772290598,0.0001515948410207,0.00016136182069718,8.77675218689913e-05,0.000160349752504611,0.000173215051918276
438,"LIE","Liechtenstein",2.81899109792285e-05,2.82538350910834e-05,2.78099308461698e-05,2.71470588235294e-05,2.67930029154519e-05,2.68473831748692e-05,2.67706153802058e-05,2.66571834992888e-05,2.6722408971498e-05,2.48633496846531e-05,2.48288147859489e-05,2.43996794606096e-05,2.42432543487194e-05,2.4832907678096e-05,2.48274746603407e-05,2.46821041359925e-05,2.45951766864314e-05,2.45453825648605e-05,2.4488619994238e-05,2.42710877813004e-05,2.42285065538239e-05,2.43602551294859e-05,2.44361380222239e-05
